wkt_geom	OBJECTID_1	OBJECTID	DTMN11	FR11	SEC11	SS11	BGRI11	LUG11	LUG11DESIG	OBJECTID_12	ANO	GEO_COD	GEO_COD_DSG	NIVEL	NIVEL_DSG	N_EDIFICIOS_CLASSICOS	N_EDIFICIOS_CLASSICOS_1OU2	N_EDIFICIOS_CLASSICOS_ISOLADOS	N_EDIFICIOS_CLASSICOS_GEMIN	N_EDIFICIOS_CLASSICOS_EMBANDA	N_EDIFICIOS_CLASSICOS_3OUMAIS	N_EDIFICIOS_CLASSICOS_OUTROS	N_EDIFICIOS_EXCLUSIV_RESID	N_EDIFICIOS_PRINCIPAL_RESID	N_EDIFICIOS_PRINCIP_NAO_RESID	N_EDIFICIOS_1OU2_PISOS	N_EDIFICIOS_3OU4_PISOS	F_N_EDIFICIOS_5OU_MAIS_PISOS	N_EDIFICIOS_CONSTR_ANTES_1919	N_EDIFICIOS_CONSTR_1919A1945	N_EDIFICIOS_CONSTR_1946A1960	N_EDIFICIOS_CONSTR_1961A1970	N_EDIFICIOS_CONSTR_1971A1980	N_EDIFICIOS_CONSTR_1981A1990	N_EDIFICIOS_CONSTR_1991A1995	N_EDIFICIOS_CONSTR_1996A2000	N_EDIFICIOS_CONSTR_2001A2005	N_EDIFICIOS_CONSTR_2006A2011	N_EDIFICIOS_ESTRUT_BETAO	N_EDIFICIOS_ESTRUT_COM_PLACA	N_EDIFICIOS_ESTRUT_SEM_PLACA	N_EDIFICIOS_ESTRUT_ADOBE_PEDRA	N_EDIFICIOS_ESTRUT_OUTRA	N_ALOJAMENTOS	N_ALOJAMENTOS_FAMILIARES	N_ALOJAMENTOS_FAM_CLASSICOS	N_ALOJAMENTOS_FAM_N_CLASSICOS	N_ALOJAMENTOS_COLECTIVOS	N_CLASSICOS_RES_HABITUAL	N_ALOJAMENTOS_RES_HABITUAL	N_ALOJAMENTOS_VAGOS	N_RES_HABITUAL_COM_AGUA	N_RES_HABITUAL_COM_RETRETE	N_RES_HABITUAL_COM_ESGOTOS	N_RES_HABITUAL_COM_BANHO	N_RES_HABITUAL_AREA_50	N_RES_HABITUAL_AREA_50_100	N_RES_HABITUAL_AREA_100_200	N_RES_HABITUAL_AREA_200	N_RES_HABITUAL_1_2_DIV	N_RES_HABITUAL_3_4_DIV	N_RES_HABITUAL_ESTAC_1	N_RES_HABITUAL_ESTAC_2	N_RES_HABITUAL_ESTAC_3	N_RES_HABITUAL_PROP_OCUP	N_RES_HABITUAL_ARREND	N_FAMILIAS_CLASSICAS	N_FAMILIAS_INSTITUCIONAIS	N_FAMILIAS_CLASSICAS_1OU2_PESS	N_FAMILIAS_CLASSICAS_3OU4_PESS	N_FAMILIAS_CLASSICAS_NPES65	N_FAMILIAS_CLASSICAS_NPES14	N_FAMILIAS_CLASSIC_SEM_DESEMP	N_FAMILIAS_CLASSIC_1DESEMPREG	N_FAMILIAS_CLASS_2MAIS_DESEMP	N_NUCLEOS_FAMILIARES	N_NUCLEOS_1FILH_NAO_CASADO	N_NUCLEOS_2FILH_NAO_CASADO	N_NUCLEOS_FILH_INF_6ANOS	N_NUCLEOS_FILH_INF_15ANOS	N_NUCLEOS_FILH_MAIS_15ANOS	N_INDIVIDUOS_PRESENT	N_INDIVIDUOS_PRESENT_H	N_INDIVIDUOS_PRESENT_M	N_INDIVIDUOS_RESIDENT	N_INDIVIDUOS_RESIDENT_H	N_INDIVIDUOS_RESIDENT_M	N_INDIVIDUOS_RESIDENT_0A4	N_INDIVIDUOS_RESIDENT_5A9	N_INDIVIDUOS_RESIDENT_10A13	N_INDIVIDUOS_RESIDENT_14A19	N_INDIVIDUOS_RESIDENT_15A19	N_INDIVIDUOS_RESIDENT_20A24	N_INDIVIDUOS_RESIDENT_20A64	N_INDIVIDUOS_RESIDENT_25A64	N_INDIVIDUOS_RESIDENT_65	N_INDIVIDUOS_RESIDENT_H_0A4	N_INDIVIDUOS_RESIDENT_H_5A9	N_INDIVIDUOS_RESIDENT_H_10A13	N_INDIVIDUOS_RESIDENT_H_14A19	N_INDIVIDUOS_RESIDENT_H_15A19	N_INDIVIDUOS_RESIDENT_H_20A24	N_INDIVIDUOS_RESIDENT_H_20A64	N_INDIVIDUOS_RESIDENT_H_25A64	N_INDIVIDUOS_RESIDENT_H_65	N_INDIVIDUOS_RESIDENT_M_0A4	N_INDIVIDUOS_RESIDENT_M_5A9	N_INDIVIDUOS_RESIDENT_M_10A13	N_INDIVIDUOS_RESIDENT_M_14A19	N_INDIVIDUOS_RESIDENT_M_15A19	N_INDIVIDUOS_RESIDENT_M_20A24	N_INDIVIDUOS_RESIDENT_M_20A64	N_INDIVIDUOS_RESIDENT_M_25A64	N_INDIVIDUOS_RESIDENT_M_65	N_INDIV_RESIDENT_N_LER_ESCRV	N_IND_RESIDENT_FENSINO_1BAS	N_IND_RESIDENT_FENSINO_2BAS	N_IND_RESIDENT_FENSINO_3BAS	N_IND_RESIDENT_FENSINO_SEC	N_IND_RESIDENT_FENSINO_POSSEC	N_IND_RESIDENT_FENSINO_SUP	N_IND_RESIDENT_ENSINCOMP_1BAS	N_IND_RESIDENT_ENSINCOMP_2BAS	N_IND_RESIDENT_ENSINCOMP_3BAS	N_IND_RESIDENT_ENSINCOMP_SEC	N_IND_RESIDENT_ENSINCOMP_POSEC	N_IND_RESIDENT_ENSINCOMP_SUP	N_IND_RESID_DESEMP_PROC_1EMPRG	N_IND_RESID_DESEMP_PROC_EMPRG	N_IND_RESID_EMPREGADOS	N_IND_RESID_PENS_REFORM	N_IND_RESID_SEM_ACT_ECON	N_IND_RESID_EMPREG_SECT_PRIM	N_IND_RESID_EMPREG_SECT_SEQ	N_IND_RESID_EMPREG_SECT_TERC	N_IND_RESID_ESTUD_MUN_RESID	N_IND_RESID_TRAB_MUN_RESID
MultiPolygon (((-39789.41139999963343143 164210.76290000043809414, -39791.77029999997466803 164218.12560000084340572, -40068.2982999999076128 164212.96450000070035458, -40078.05289999954402447 164212.10339999943971634, -40084.60549999959766865 164206.94849999994039536, -40089.67229999974370003 164202.7796000000089407, -40093.97499999962747097 164198.04570000059902668, -40096.10190000012516975 164194.8217999991029501, -40082.96499999985098839 164193.31790000014007092, -40068.00499999988824129 164191.80839999951422215, -40049.0352999996393919 164190.59909999929368496, -40030.05549999978393316 164190.59950000047683716, -40010.71609999984502792 164193.88000000081956387, -39999.16590000037103891 164195.93999999947845936, -39983.9161999998614192 164198.41019999980926514, -39974.85659999959170818 164198.41039999946951866, -39964.53689999971538782 164196.35089999996125698, -39941.86660000029951334 164188.53130000084638596, -39927.44649999961256981 164182.35199999995529652, -39918.78689999971538782 164180.6919999998062849, -39910.1368000004440546 164180.28199999965727329, -39905.19649999961256981 164176.57230000011622906, -39903.36710000038146973 164173.94270000047981739, -39902.44660000037401915 164171.47240000031888485, -39900.24670000001788139 164169.41269999928772449, -39892.99689999967813492 164165.22309999912977219, -39888.57679999992251396 164164.41300000064074993, -39880.92700000014156103 164164.2232000008225441, -39888.77670000027865171 164154.75320000015199184, -39856.61620000004768372 164129.66389999911189079, -39840.00659999996423721 164144.0044999998062849, -39828.58710000012069941 164134.6046999990940094, -39802.3693000003695488 164145.70329999923706055, -39802.31759999971836805 164145.72519999928772449, -39808.18099999986588955 164155.92579999938607216, -39808.61099999956786633 164160.22360000014305115, -39807.2971000000834465 164163.91950000077486038, -39792.28299999982118607 164187.72379999980330467, -39790.13520000036805868 164198.46539999917149544, -39789.41139999963343143 164210.76290000043809414)))	333	11064	1312	12	020	16	13121202016	007437	Porto	201030	2011	13121202016		8	Subsecção	29	11	2	0	9	18	0	1	20	8	16	10	3	25	3	1	0	0	0	0	0	0	0	1	2	26	0	0	56	54	54	0	2	11	11	42	11	11	11	10	3	5	3	0	0	9	0	0	0	2	8	13	0	9	2	2	3	11	1	1	6	3	1	1	2	3	140	68	72	29	15	14	1	3	1	0	0	1	22	21	2	0	1	0	0	0	0	14	14	0	1	2	1	0	0	1	8	7	2	4	3	1	0	0	0	3	9	3	1	5	0	3	1	2	14	3	7	0	0	14	7	12
MultiPolygon (((-38687.37069999985396862 164138.32469999976456165, -38726.366499999538064 164189.65949999913573265, -38732.39549999963492155 164213.5044999998062849, -38787.44589999970048666 164200.62769999913871288, -38782.21509999968111515 164194.79600000008940697, -38778.76209999993443489 164176.87769999913871288, -38780.57189999986439943 164169.81399999931454659, -38778.95980000030249357 164156.5885000005364418, -38792.84609999973326921 164147.35180000029504299, -38788.61730000004172325 164141.36999999918043613, -38741.46069999970495701 164082.34759999997913837, -38691.31319999974220991 164014.86659999936819077, -38658.5011999998241663 163966.57760000042617321, -38633.11799999978393316 163942.43270000070333481, -38616.40259999968111515 163923.86060000024735928, -38597.21109999995678663 163895.38179999962449074, -38589.39940000046044588 163889.21609999984502792, -38582.39879999961704016 163893.21199999935925007, -38535.51609999965876341 163919.93319999985396862, -38633.9869999997317791 164041.09579999931156635, -38640.53880000021308661 164047.09559999965131283, -38643.40170000027865171 164049.71639999933540821, -38685.76769999973475933 164136.21480000019073486, -38687.37069999985396862 164138.32469999976456165)))	330	11061	1312	02	043	04	13120204304	007437	Porto	199444	2011	13120204304		8	Subsecção	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MultiPolygon (((-41644.02450000029057264 164167.74899999983608723, -41661.08090000040829182 164181.73909999988973141, -41694.49380000028759241 164215.63120000064373016, -41737.6898999996483326 164216.39149999991059303, -41745.87440000008791685 164197.46619999967515469, -41758.76559999957680702 164174.71189999952912331, -41723.55910000018775463 164171.47360000014305115, -41688.73450000025331974 164160.14560000039637089, -41657.86259999964386225 164138.83999999985098839, -41644.02450000029057264 164167.74899999983608723)))	331	11062	1312	07	015	08	13120701508	007437	Porto	200280	2011	13120701508		8	Subsecção	12	8	0	1	7	4	0	7	5	0	2	10	0	7	3	0	0	1	0	0	0	0	1	2	0	10	0	0	30	30	30	0	0	16	16	10	16	16	16	15	5	9	2	0	1	6	1	2	0	9	6	16	0	9	5	8	3	11	5	0	13	8	0	1	3	5	34	16	18	39	20	19	1	1	1	1	1	2	23	21	12	1	0	1	0	0	1	13	12	5	0	1	0	1	1	1	10	9	7	3	1	1	0	2	0	0	13	13	3	3	0	2	0	5	14	12	17	0	3	11	5	11
MultiPolygon (((-41903.10929999966174364 165076.86089999973773956, -41902.77340000029653311 165085.66559999994933605, -41901.8409000001847744 165130.57469999976456165, -41904.35089999996125698 165144.98200000077486038, -41929.56269999966025352 165129.41630000062286854, -41931.44610000029206276 165080.2443000003695488, -41917.91270000021904707 165078.12959999963641167, -41903.10929999966174364 165076.86089999973773956)))	328	10981	1312	07	004	02	13120700402	007437	Porto	200226	2011	13120700402		8	Subsecção	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	24	24	24	0	0	21	21	1	21	21	21	21	7	14	0	0	0	9	0	0	0	7	14	21	0	11	8	11	2	14	3	4	14	8	1	0	2	10	53	19	34	52	19	33	0	2	1	1	1	2	35	33	13	0	0	1	1	1	0	13	13	4	0	2	0	0	0	2	22	20	9	2	3	1	1	0	0	1	23	6	3	6	0	6	1	10	16	17	22	0	6	10	6	12
MultiPolygon (((-41873.53589999955147505 165113.16290000081062317, -41904.35089999996125698 165144.98200000077486038, -41901.8409000001847744 165130.57469999976456165, -41902.77340000029653311 165085.66559999994933605, -41903.10929999966174364 165076.86089999973773956, -41917.91270000021904707 165078.12959999963641167, -41920.08299999963492155 165020.69299999997019768, -41903.52070000022649765 165013.98149999976158142, -41895.47630000021308661 165045.48839999921619892, -41881.33619999978691339 165074.29839999973773956, -41859.94639999978244305 165099.1306999996304512, -41873.53589999955147505 165113.16290000081062317)))	329	10982	1312	07	004	03	13120700403	007437	Porto	200227	2011	13120700403		8	Subsecção	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MultiPolygon (((-41390.6223999997600913 164949.9955000001937151, -41434.93080000020563602 165144.61510000005364418, -41440.57210000045597553 165140.00080000050365925, -41445.57890000008046627 165136.61290000006556511, -41448.27269999962300062 165134.37390000000596046, -41450.93059999961405993 165131.88099999912083149, -41500.80470000021159649 165060.24609999917447567, -41507.37330000009387732 165051.20240000076591969, -41510.3101000003516674 165047.71050000004470348, -41508.28710000030696392 165038.39090000092983246, -41518.48350000008940697 165019.8515000008046627, -41524.04619999974966049 165010.58080000057816505, -41527.44500000029802322 165004.4010000005364418, -41540.73120000027120113 164981.53480000048875809, -41556.18120000045746565 164957.43349999934434891, -41565.75970000028610229 164944.14589999988675117, -41592.67740000039339066 164928.35610000044107437, -41471.04760000016540289 164918.97350000031292439, -41390.6223999997600913 164949.9955000001937151)))	326	10979	1312	07	005	04	13120700504	007437	Porto	200233	2011	13120700504		8	Subsecção	8	0	0	0	0	5	3	5	2	1	1	2	5	0	0	2	1	0	1	2	1	1	0	5	0	1	2	0	53	53	53	0	0	35	35	1	35	35	35	35	8	19	8	0	7	25	18	0	1	18	14	35	0	26	9	10	2	29	5	1	16	5	2	2	2	5	77	30	47	66	27	39	3	0	0	1	1	5	49	44	13	2	0	0	0	0	2	19	17	6	1	0	0	1	1	3	30	27	7	0	1	0	1	3	0	7	3	4	4	11	4	36	2	5	38	13	18	0	4	34	11	27
MultiPolygon (((-41417.48259999975562096 165137.15939999930560589, -41419.71109999995678663 165138.89519999921321869, -41434.93080000020563602 165144.61510000005364418, -41390.6223999997600913 164949.9955000001937151, -41381.85340000037103891 164911.49220000021159649, -41336.80449999962002039 164929.18319999985396862, -41252.10890000034123659 164960.4114999994635582, -41253.74920000042766333 164969.38169999979436398, -41250.3596000000834465 164995.01099999994039536, -41246.10549999959766865 165005.69659999944269657, -41246.09960000030696392 165005.71130000054836273, -41287.89979999978095293 165037.02969999983906746, -41327.32019999995827675 165068.2784000001847744, -41327.3619999997317791 165068.30980000086128712, -41374.06070000026375055 165103.33669999986886978, -41417.48259999975562096 165137.15939999930560589)))	327	10980	1312	07	006	01	13120700601	007437	Porto	200234	2011	13120700601		8	Subsecção	13	9	9	0	0	4	0	8	2	3	8	1	4	3	1	0	3	2	1	2	0	1	0	9	1	0	3	0	71	71	71	0	0	41	41	8	41	41	41	41	12	23	4	2	2	32	11	0	0	8	32	41	0	29	11	7	10	36	5	0	19	7	6	4	10	6	72	34	38	77	40	37	6	1	7	3	3	5	51	46	9	2	1	4	0	0	2	29	27	4	4	0	3	3	3	3	22	19	5	2	3	3	4	2	1	5	10	5	11	13	0	26	1	4	38	13	20	0	7	31	17	34
MultiPolygon (((-37979.05489999987185001 165077.22629999928176403, -38071.99349999986588955 165137.9164000004529953, -38076.32720000017434359 165123.65899999998509884, -38080.88590000011026859 165114.30929999984800816, -38118.47290000040084124 165077.55760000087320805, -38137.40890000015497208 165061.46110000088810921, -38150.79430000018328428 165053.23640000075101852, -38186.81639999989420176 165019.96749999932944775, -38117.94550000037997961 164934.30419999919831753, -38089.14140000008046627 164902.84359999932348728, -38081.3006999995559454 164894.21600000001490116, -38077.28679999988526106 164889.69920000061392784, -38075.90679999999701977 164886.68830000050365925, -38075.65679999999701977 164884.05350000038743019, -38074.69680000003427267 164876.09380000084638596, -38027.66069999989122152 164866.88340000063180923, -37976.06890000030398369 164859.7828999999910593, -37967.4775000000372529 164879.14619999937713146, -37955.74330000020563602 164908.19309999980032444, -37949.90070000011473894 164923.2215999998152256, -37949.29270000010728836 164924.97949999943375587, -37944.9330000001937151 164937.58799999952316284, -37936.2215999998152256 164961.72309999912977219, -37936.2227999996393919 164981.72130000032484531, -37974.33700000029057264 165071.70959999971091747, -37979.05489999987185001 165077.22629999928176403)))	324	10977	1312	03	046	01	13120304601	007437	Porto	199724	2011	13120304601		8	Subsecção	55	42	1	2	39	13	0	54	1	0	44	8	3	0	54	0	1	0	0	0	0	0	0	0	1	54	0	0	153	153	153	0	0	125	125	17	125	123	125	121	21	77	27	0	6	65	8	0	2	30	90	125	0	89	35	69	16	108	15	2	79	35	8	8	16	31	290	116	174	296	121	175	6	8	5	8	7	25	180	155	89	3	2	0	5	4	13	79	66	32	3	6	5	3	3	12	101	89	57	5	9	3	4	11	1	7	98	29	85	34	1	18	6	17	84	105	169	0	6	78	33	72
MultiPolygon (((-43041.19440000038594007 165054.05939999967813492, -43047.16249999962747097 165085.6830000001937151, -43050.67679999954998493 165140.17459999956190586, -43113.62700000032782555 165133.02879999950528145, -43208.54889999981969595 165133.61030000075697899, -43237.1756999995559454 165136.76970000006258488, -43247.80099999997764826 165117.22829999960958958, -43256.50399999972432852 165055.53480000048875809, -43262.25339999981224537 165014.78849999979138374, -43273.32340000011026859 164955.70989999920129776, -43174.57039999961853027 164931.27549999952316284, -43164.29189999960362911 164928.62780000083148479, -43160.38630000036209822 164954.64169999957084656, -43154.52469999995082617 164974.18999999947845936, -43152.15189999993890524 164979.21580000035464764, -43143.77740000002086163 164994.57530000060796738, -43138.19469999987632036 165002.67300000041723251, -43132.053999999538064 165009.65579999983310699, -43117.53880000021308661 165022.78050000034272671, -43107.21030000038444996 165030.0414000004529953, -43100.79059999994933605 165033.95130000077188015, -43091.85809999983757734 165037.86130000092089176, -43041.19440000038594007 165054.05939999967813492)))	325	10978	1312	06	026	01	13120602601	007437	Porto	200154	2011	13120602601		8	Subsecção	21	4	3	0	1	17	0	21	0	0	5	7	9	1	0	4	1	5	3	6	0	1	0	9	11	1	0	0	272	272	272	0	0	209	209	25	209	208	209	208	4	101	98	6	2	115	144	41	1	155	39	213	0	140	66	47	46	191	19	3	130	48	33	23	46	48	448	196	252	468	205	263	24	19	21	22	20	23	316	293	66	13	8	8	15	13	12	133	121	28	11	11	13	7	7	11	183	172	38	2	18	12	10	19	1	46	41	22	69	85	3	195	7	18	240	74	137	0	32	208	102	150
MultiPolygon (((-43256.50399999972432852 165055.53480000048875809, -43247.80099999997764826 165117.22829999960958958, -43237.1756999995559454 165136.76970000006258488, -43274.18200000002980232 165127.66249999962747097, -43343.02379999961704016 165109.62710000015795231, -43375.37119999993592501 165096.24019999988377094, -43411.73149999976158142 165077.16139999963343143, -43375.06549999956041574 165015.59970000013709068, -43340.0094999996945262 164956.73980000056326389, -43319.28120000008493662 164934.53209999948740005, -43285.6107999999076128 164952.41579999960958958, -43273.32340000011026859 164955.70989999920129776, -43262.25339999981224537 165014.78849999979138374, -43256.50399999972432852 165055.53480000048875809)))	322	10975	1312	06	016	06	13120601606	007437	Porto	200113	2011	13120601606		8	Subsecção	11	6	2	0	4	5	0	5	6	0	5	2	4	1	0	1	0	1	3	2	1	1	1	9	1	1	0	0	98	98	98	0	0	69	69	14	69	69	69	69	4	27	36	2	0	35	48	6	3	43	17	70	0	43	21	15	12	58	12	0	44	13	8	5	12	17	173	90	83	171	90	81	5	9	3	15	13	11	119	108	20	2	3	2	8	6	8	65	57	10	3	6	1	7	7	3	54	51	10	1	7	4	4	7	0	12	12	12	33	31	2	63	3	9	81	21	59	1	6	74	34	60
MultiPolygon (((-39067.50549999997019768 165132.20340000092983246, -39102.10910000000149012 165137.55299999937415123, -39104.93719999957829714 165061.69899999909102917, -39105.47489999979734421 165035.61999999918043613, -39106.1167000001296401 165020.27759999968111515, -39041.51460000034421682 165030.53659999929368496, -39038.19189999997615814 165049.52280000038444996, -39032.63860000018030405 165088.16129999980330467, -39029.5968000004068017 165092.92420000024139881, -39024.76999999955296516 165097.35700000077486038, -39031.91270000021904707 165100.59879999980330467, -39038.39250000007450581 165104.70060000009834766, -39040.50939999986439943 165107.61150000058114529, -39041.30240000039339066 165110.12539999932050705, -39040.64149999991059303 165115.41819999925792217, -39038.85070000030100346 165127.7727000005543232, -39067.50549999997019768 165132.20340000092983246)))	323	10976	1312	02	026	02	13120202602	007437	Porto	199388	2011	13120202602		8	Subsecção	4	0	0	0	0	4	0	4	0	0	0	4	0	0	0	1	2	1	0	0	0	0	0	0	4	0	0	0	40	40	40	0	0	35	35	4	35	35	35	35	15	17	3	0	0	19	0	0	0	8	27	35	0	20	14	20	3	27	7	1	21	7	7	1	3	12	73	33	40	78	36	42	1	1	2	6	6	4	42	38	26	1	0	0	4	4	1	23	22	8	0	1	2	2	2	3	19	16	18	4	0	3	1	3	0	1	40	5	15	7	0	1	3	7	11	38	53	0	6	5	8	10
MultiPolygon (((-37495.45500000007450581 165106.24870000034570694, -37516.58629999961704016 165128.3936999998986721, -37534.97530000004917383 165103.93260000087320805, -37548.41660000011324883 165089.78610000014305115, -37549.06149999983608723 165084.23230000026524067, -37547.23049999959766865 165076.5426000002771616, -37535.52280000038444996 165050.05770000070333481, -37498.24419999960809946 165029.09970000013709068, -37490.70749999955296516 165029.0438000001013279, -37480.12700000032782555 165031.03680000081658363, -37454.00219999998807907 165039.81460000015795231, -37406.08040000032633543 165051.5892999991774559, -37397.41579999960958958 165057.04419999942183495, -37382.40060000028461218 165076.13550000078976154, -37380.62069999985396862 165081.48029999993741512, -37409.9375 165079.81020000018179417, -37423.40890000015497208 165077.08320000022649765, -37461.83710000012069941 165064.54350000061094761, -37466.09690000023692846 165064.23049999959766865, -37471.35070000030100346 165064.44449999928474426, -37476.48950000014156103 165065.83740000054240227, -37482.31429999973624945 165070.55020000040531158, -37485.51219999976456165 165075.58500000089406967, -37486.76919999998062849 165079.65579999983310699, -37488.02610000036656857 165083.72560000047087669, -37495.45500000007450581 165106.24870000034570694)))	320	10973	1312	03	042	05	13120304205	007437	Porto	199705	2011	13120304205		8	Subsecção	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MultiPolygon (((-41931.44610000029206276 165080.2443000003695488, -41929.56269999966025352 165129.41630000062286854, -41958.51520000025629997 165111.54160000011324883, -41964.07730000000447035 165038.51750000007450581, -41947.3009000001475215 165031.72010000050067902, -41947.89099999982863665 165037.94180000014603138, -41946.24949999991804361 165080.66709999926388264, -41931.44610000029206276 165080.2443000003695488)))	321	10974	1312	07	004	04	13120700404	007437	Porto	200228	2011	13120700404		8	Subsecção	2	0	0	0	0	2	0	2	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	40	40	39	1	0	35	36	3	35	35	35	35	11	24	0	0	2	17	0	0	1	9	25	36	0	17	14	21	9	28	7	1	28	11	8	2	8	21	97	38	59	107	44	63	6	3	7	9	8	5	55	50	27	1	1	3	5	5	3	23	20	11	5	2	4	4	3	2	32	30	16	7	3	6	7	5	0	2	46	13	14	9	1	4	3	6	29	33	52	0	1	28	23	22
MultiPolygon (((-40575.00559999980032444 164240.44950000010430813, -40602.63460000045597553 164255.0234999991953373, -40632.54540000017732382 164269.32249999977648258, -40667.34499999973922968 164280.82349999994039536, -40676.20069999992847443 164284.00219999998807907, -40678.70249999966472387 164278.58840000070631504, -40681.32839999999850988 164247.01679999940097332, -40681.29899999964982271 164246.83379999920725822, -40679.3723999997600913 164236.61800000071525574, -40667.6377999996766448 164174.3953000009059906, -40645.44979999959468842 164059.77180000022053719, -40645.44510000012814999 164059.74750000052154064, -40602.04079999960958958 164080.39460000023245811, -40498.90890000015497208 164146.90249999985098839, -40492.73249999992549419 164177.22140000015497208, -40489.07689999975264072 164197.50659999996423721, -40510.67999999970197678 164199.5011999998241663, -40558.10010000038892031 164215.78580000065267086, -40575.00559999980032444 164240.44950000010430813)))	350	11081	1312	15	003	02	13121500302	007437	Porto	201141	2011	13121500302		8	Subsecção	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MultiPolygon (((-40333.21559999976307154 164189.7592999991029501, -40356.75179999973624945 164209.39919999986886978, -40358.1886999998241663 164210.5080999992787838, -40445.45359999965876341 164175.99220000021159649, -40456.79299999959766865 164169.82120000012218952, -40450.66820000018924475 164158.99279999919235706, -40445.73629999998956919 164156.14599999971687794, -40439.47659999970346689 164154.43810000084340572, -40429.37299999967217445 164154.61030000075697899, -40398.61840000003576279 164158.4976000003516674, -40370.36569999996572733 164167.78959999978542328, -40337.82129999995231628 164180.67060000076889992, -40333.21559999976307154 164189.7592999991029501)))	351	11082	1312	15	002	09	13121500209	007437	Porto	201138	2011	13121500209		8	Subsecção	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
