fid,OBJECTID,BGRI2021,DT21,DTMN21,DTMNFR21,DTMNFRSEC21,SECNUM21,SSNUM21,SECSSNUM21,SUBSECCAO,NUTS1,NUTS2,NUTS3,N_EDIFICIOS_CLASSICOS,N_EDIFICIOS_CLASS_CONST_1_OU_2_ALOJ,N_EDIFICIOS_CLASS_CONST_3_OU_MAIS_ALOJAMENTOS,N_EDIFICIOS_EXCLUSIV_RESID,N_EDIFICIOS_1_OU_2_PISOS,N_EDIFICIOS_3_OU_MAIS_PISOS,N_EDIFICIOS_CONSTR_ANTES_1945,N_EDIFICIOS_CONSTR_1946_1980,N_EDIFICIOS_CONSTR_1981_2000,N_EDIFICIOS_CONSTR_2001_2010,N_EDIFICIOS_CONSTR_2011_2021,N_EDIFICIOS_COM_NECESSIDADES_REPARACAO,N_ALOJAMENTOS_TOTAL,N_ALOJAMENTOS_FAMILIARES,N_ALOJAMENTOS_FAM_CLASS_RHABITUAL,N_ALOJAMENTOS_FAM_CLASS_VAGOS_OU_RESID_SECUNDARIA,N_RHABITUAL_ACESSIVEL_CADEIRAS_RODAS,N_RHABITUAL_COM_ESTACIONAMENTO,N_RHABITUAL_PROP_OCUP,N_RHABITUAL_ARRENDADOS,N_AGREGADOS_DOMESTICOS_PRIVADOS,N_ADP_1_OU_2_PESSOAS,N_ADP_3_OU_MAIS_PESSOAS,N_NUCLEOS_FAMILIARES,N_NUCLEOS_FAMILIARES_COM_FILHOS_TENDO_O_MAIS_NOVO_MENOS_DE_25,N_INDIVIDUOS,N_INDIVIDUOS_H,N_INDIVIDUOS_M,N_INDIVIDUOS_0_14,N_INDIVIDUOS_15_24,N_INDIVIDUOS_25_64,N_INDIVIDUOS_65_OU_MAIS,SHAPE_Length,SHAPE_Area
"109","163300","13120302807","13","1312","131203","131203028","028","07","02807","13120302807","1","11",11A,28,20,7,28,17,11,28,0,0,0,0,8,60,59,40,19,3,7,17,23,40,28,12,27,11,98,32,66,8,7,48,35,1325.27947021084,75885.5084610144
"110","163301","13121703604","13","1312","131217","131217036","036","04","03604","13121703604","1","11",11A,32,23,9,31,12,20,21,8,1,0,2,15,79,79,52,27,7,4,24,20,52,36,16,31,16,114,49,65,14,11,62,27,458.2568287522,10824.3466579284
"111","163302","13121801713","13","1312","131218","131218017","017","13","01713","13121801713","1","11",11A,5,5,0,5,5,0,0,5,0,0,0,4,5,5,5,0,0,5,5,0,5,3,2,5,2,14,7,7,0,4,4,6,259.703352312682,4208.22333988167
"112","163303","13121801714","13","1312","131218","131218017","017","14","01714","13121801714","1","11",11A,17,17,0,17,9,8,0,7,5,5,0,16,17,17,15,2,4,15,12,1,15,9,6,10,4,33,17,16,1,6,19,7,433.046699274029,10398.2366131083
"113","163304","13121800603","13","1312","131218","131218006","006","03","00603","13121800603","1","11",11A,10,5,5,10,5,5,5,4,1,0,0,8,28,28,22,6,8,13,9,12,22,15,7,16,8,53,22,31,8,9,22,14,339.359617808202,5428.42595362842
"114","163305","13121801901","13","1312","131218","131218019","019","01","01901","13121801901","1","11",11A,12,12,0,12,11,1,0,12,0,0,0,7,12,12,11,1,5,11,10,0,11,6,5,8,4,28,13,15,6,2,14,6,335.157001026835,6892.44927986526
"115","163306","13120201701","13","1312","131202","131202017","017","01","01701","13120201701","1","11",11A,22,20,2,21,20,2,0,21,0,0,1,6,50,50,42,8,2,1,15,24,42,38,4,22,4,72,36,36,3,1,44,24,325.211689578411,5506.05297949229
"116","163307","13120202103","13","1312","131202","131202021","021","03","02103","13120202103","1","11",11A,59,37,22,57,39,20,16,34,5,2,2,5,185,185,147,38,36,73,76,61,147,108,39,87,34,302,138,164,31,28,161,82,722.090550013255,29775.7502999206
"117","163308","13121602403","13","1312","131216","131216024","024","03","02403","13121602403","1","11",11A,9,8,1,9,0,9,2,1,0,0,6,1,14,14,2,12,1,2,1,1,2,1,1,3,1,6,3,3,1,0,1,4,657.823440381154,22006.958331009
"118","163309","13121601301","13","1312","131216","131216013","013","01","01301","13121601301","1","11",11A,24,13,11,24,10,14,6,15,1,2,0,10,70,70,61,9,7,38,35,19,61,42,19,33,19,132,57,75,25,12,54,41,538.044989218077,16087.6318687762
"119","163310","13120202104","13","1312","131202","131202021","021","04","02104","13120202104","1","11",11A,24,12,12,24,12,12,8,15,1,0,0,2,81,81,61,20,9,1,25,33,61,49,12,26,9,110,45,65,8,4,60,38,455.804359768464,7095.76598774822
"120","163311","13120201801","13","1312","131202","131202018","018","01","01801","13120201801","1","11",11A,15,11,4,15,11,4,5,9,0,1,0,2,36,36,27,9,6,11,10,17,27,24,3,10,3,43,22,21,3,0,24,16,422.700786518978,10722.1773698678
"121","163312","13121800703","13","1312","131218","131218007","007","03","00703","13121800703","1","11",11A,16,10,6,15,8,8,4,6,1,5,0,3,66,66,56,10,21,44,27,24,56,42,14,30,17,109,51,58,13,9,65,22,990.923777790638,49214.7204807093
"122","163313","13121800307","13","1312","131218","131218003","003","07","00307","13121800307","1","11",11A,8,6,2,7,4,4,5,3,0,0,0,8,23,23,12,11,4,5,5,6,12,10,2,6,2,21,9,12,2,0,12,7,450.859474461887,10941.1129280576
"123","163314","13120301502","13","1312","131203","131203015","015","02","01502","13120301502","1","11",11A,24,12,12,23,8,16,2,17,5,0,0,7,77,77,64,13,8,41,48,11,64,37,27,48,20,151,73,78,18,12,75,46,561.545202931679,11384.011710124
"124","163315","13121602404","13","1312","131216","131216024","024","04","02404","13121602404","1","11",11A,12,12,0,12,0,12,1,6,3,2,0,3,13,13,12,1,4,12,11,0,12,5,7,10,7,35,15,20,4,8,16,7,576.408756857764,20054.9951090501
"125","163316","13120300801","13","1312","131203","131203008","008","01","00801","13120300801","1","11",11A,8,8,0,8,8,0,0,0,8,0,0,3,8,8,8,0,5,0,3,5,8,5,3,7,2,21,9,12,2,2,9,8,123.206831678746,731.035068887414
"126","163317","13121801715","13","1312","131218","131218017","017","15","01715","13121801715","1","11",11A,8,8,0,8,3,5,0,8,0,0,0,8,8,8,8,0,4,8,5,1,8,6,2,8,1,19,7,12,0,1,7,11,259.738231263038,4209.11605304762
"127","163318","13121801503","13","1312","131218","131218015","015","03","01503","13121801503","1","11",11A,8,0,8,6,0,8,0,0,2,6,0,0,225,225,156,69,145,156,112,33,156,93,63,98,60,360,168,192,81,25,213,41,600.78552946067,22948.8808828982
"128","163319","13121801716","13","1312","131218","131218017","017","16","01716","13121801716","1","11",11A,16,16,0,16,15,1,1,14,0,1,0,16,16,16,13,3,10,13,10,2,13,7,6,11,6,40,20,20,12,5,15,8,390.867319679201,8382.60822756202
"129","163320","13121601104","13","1312","131216","131216011","011","04","01104","13121601104","1","11",11A,21,3,18,20,2,19,1,11,4,4,1,8,108,108,78,30,28,51,44,24,78,57,21,36,22,157,66,91,25,16,84,32,482.297626654317,13418.7967698808
"130","163321","13120200605","13","1312","131202","131202006","006","05","00605","13120200605","1","11",11A,44,31,13,42,27,17,22,16,4,2,0,42,123,123,96,27,1,34,42,43,96,71,25,52,21,189,83,106,18,15,99,57,532.697193104106,15456.5000002737
"131","163322","13120302808","13","1312","131203","131203028","028","08","02808","13120302808","1","11",11A,19,18,1,18,17,2,16,2,1,0,0,3,26,26,13,13,1,1,6,7,13,9,4,8,4,27,16,11,1,3,11,12,259.201323312877,2700.96047186966
"132","163323","13120200701","13","1312","131202","131202007","007","01","00701","13120200701","1","11",11A,19,16,3,19,9,10,8,2,2,5,2,0,26,26,23,3,0,6,7,13,23,15,8,15,6,56,26,30,8,6,27,15,247.726058049551,2994.24016500122
"133","163324","13120300802","13","1312","131203","131203008","008","02","00802","13120300802","1","11",11A,7,7,0,7,7,0,0,0,7,0,0,0,7,7,7,0,1,0,3,1,7,4,3,6,2,19,12,7,2,0,8,9,133.324027570064,783.882616279007
"134","163340","13120201703","13","1312","131202","131202017","017","03","01703","13120201703","1","11",11A,54,15,37,46,15,39,11,33,9,0,1,39,335,332,239,93,25,70,112,109,241,181,60,129,53,498,236,262,62,52,258,126,765.258629830382,30908.8863099463
"135","163341","13121601201","13","1312","131216","131216012","012","01","01201","13121601201","1","11",11A,30,27,3,27,8,22,1,8,10,11,0,6,42,42,34,8,7,19,27,6,34,16,18,28,14,99,46,53,13,14,48,24,861.617187814139,47449.9774117288
"136","163342","13121800802","13","1312","131218","131218008","008","02","00802","13121800802","1","11",11A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447.938805552441,8397.35104389092
"137","163343","13120201805","13","1312","131202","131202018","018","05","01805","13120201805","1","11",11A,29,7,22,29,4,25,1,20,6,0,2,1,168,168,120,48,22,58,56,52,120,89,31,71,28,247,103,144,18,33,132,64,554.191716326473,12436.5081678107
"138","163344","13121700606","13","1312","131217","131217006","006","06","00606","13121700606","1","11",11A,44,20,24,39,11,33,10,20,6,8,0,13,153,153,115,38,20,17,34,74,115,93,22,56,20,216,108,108,26,15,136,39,976.73432620141,54494.8797427829
"139","163345","13120303005","13","1312","131203","131203030","030","05","03005","13120303005","1","11",11A,10,0,10,10,0,10,0,10,0,0,0,2,123,123,107,16,3,0,1,105,107,58,49,86,43,269,129,140,45,26,141,57,574.530361906262,11946.4013441021
"140","163346","13120300301","13","1312","131203","131203003","003","01","00301","13120300301","1","11",11A,9,5,4,9,5,4,0,5,4,0,0,1,38,38,34,4,3,4,24,7,34,29,5,14,5,60,27,33,2,5,28,25,399.313832417953,6635.4562227759
"141","163347","13120300604","13","1312","131203","131203006","006","04","00604","13120300604","1","11",11A,40,25,15,40,7,33,1,36,2,0,1,14,140,140,126,14,3,33,37,82,126,82,44,88,33,281,127,154,32,24,130,95,668.795605438908,19523.5937368054
"142","163348","13120300901","13","1312","131203","131203009","009","01","00901","13120300901","1","11",11A,15,11,4,15,8,7,6,7,2,0,0,14,41,41,37,4,0,15,11,22,37,27,10,25,10,77,40,37,7,10,30,30,785.92091860097,25574.3468817199
"143","163349","13121704101","13","1312","131217","131217041","041","01","04101","13121704101","1","11",11A,42,20,21,35,22,20,1,26,3,2,10,22,178,177,124,53,19,15,26,87,125,102,23,61,17,226,98,128,9,28,127,62,557.522514164831,14297.6144508445
"144","163350","13120300207","13","1312","131203","131203002","002","07","00207","13120300207","1","11",11A,6,0,6,6,0,6,0,6,0,0,0,2,48,48,46,2,0,0,2,44,46,23,23,40,21,144,68,76,24,21,71,28,348.36076475907,5735.30704450299
"145","163351","13120200901","13","1312","131202","131202009","009","01","00901","13120200901","1","11",11A,66,25,38,50,7,59,24,33,7,0,2,26,315,313,194,119,25,41,98,86,194,152,42,105,36,397,175,222,29,31,231,106,1464.22319659407,91188.0473787881
"146","163352","13121801003","13","1312","131218","131218010","010","03","01003","13121801003","1","11",11A,5,0,5,5,0,5,0,4,1,0,0,0,118,118,95,23,64,95,67,24,95,55,40,68,26,229,103,126,33,10,110,76,530.815826276529,12498.2825154479
"147","163560","13121002801","13","1312","131210","131210028","028","01","02801","13121002801","1","11",11A,27,10,17,25,10,17,0,25,2,0,0,16,207,207,137,70,27,105,87,38,137,93,44,87,34,292,120,172,25,26,162,79,659.639311553415,14369.7024340791
"148","163561","13121100801","13","1312","131211","131211008","008","01","00801","13121100801","1","11",11A,15,0,15,15,0,15,0,6,5,4,0,7,428,428,367,61,197,329,280,61,367,241,126,261,105,833,383,450,102,63,442,226,791.075389147996,24827.8530061979
"149","163610","13121600404","13","1312","131216","131216004","004","04","00404","13121600404","1","11",11A,50,42,7,50,23,27,0,27,17,3,3,11,80,79,73,6,17,61,55,13,73,45,28,51,27,195,81,114,28,20,76,71,1126.11377614815,30451.1232529686
"150","163611","13121102206","13","1312","131211","131211022","022","06","02206","13121102206","1","11",11A,38,29,9,38,26,12,24,10,2,1,1,17,116,116,88,28,26,53,53,28,88,63,25,63,18,190,84,106,18,6,117,49,1041.13389130742,38969.4867686191
"151","163612","13121002207","13","1312","131210","131210022","022","07","02207","13121002207","1","11",11A,20,20,0,20,13,7,0,20,0,0,0,0,20,20,16,4,10,16,12,2,16,13,3,10,2,34,13,21,2,1,15,16,355.287467198474,7260.34277821317
"152","163613","13121002501","13","1312","131210","131210025","025","01","02501","13121002501","1","11",11A,52,30,21,48,20,32,21,13,12,4,2,36,175,174,129,45,10,59,66,50,129,91,38,73,28,299,133,166,30,51,132,86,915.247892898104,49882.9376162391
"153","163614","13121102903","13","1312","131211","131211029","029","03","02903","13121102903","1","11",11A,30,27,2,30,7,23,3,22,3,1,1,12,47,46,42,4,20,41,37,1,42,23,19,30,18,123,43,80,23,15,42,43,677.449234851873,19779.0578373773
"154","163615","13121600906","13","1312","131216","131216009","009","06","00906","13121600906","1","11",11A,2,0,2,2,0,2,0,2,0,0,0,0,18,18,18,0,5,0,0,18,18,8,10,16,7,47,22,25,7,4,23,13,257.032981148984,3409.54128473552
"155","163616","13121102904","13","1312","131211","131211029","029","04","02904","13121102904","1","11",11A,23,23,0,23,23,0,18,3,1,1,0,6,24,24,18,6,7,11,13,3,18,13,5,10,5,40,21,19,4,3,24,9,409.218869745308,7576.01925762979
"156","163617","13121600503","13","1312","131216","131216005","005","03","00503","13121600503","1","11",11A,21,0,21,21,0,21,0,0,21,0,0,6,153,153,134,19,4,1,114,13,134,79,55,115,35,337,163,174,33,28,166,110,709.437671679243,23514.2966813095
"157","163618","13121102905","13","1312","131211","131211029","029","05","02905","13121102905","1","11",11A,10,10,0,10,10,0,7,1,1,0,1,5,10,10,7,3,3,7,4,1,7,5,2,5,1,14,5,9,1,0,6,7,256.288182632945,2978.9990206722
"158","163619","13121001004","13","1312","131210","131210010","010","04","01004","13121001004","1","11",11A,35,14,21,35,5,30,9,24,2,0,0,18,101,101,72,29,2,18,30,35,72,47,25,43,20,159,69,90,15,18,95,31,425.849463480112,9387.79113595149
"159","163620","13121001307","13","1312","131210","131210013","013","07","01307","13121001307","1","11",11A,11,11,0,11,11,0,0,11,0,0,0,1,11,11,11,0,4,7,9,0,11,7,4,9,4,25,13,12,2,2,13,8,233.247323997169,3296.68841623767
"160","163621","13121600601","13","1312","131216","131216006","006","01","00601","13121600601","1","11",11A,25,25,0,25,25,0,0,25,0,0,0,0,25,25,20,5,14,4,12,7,20,12,8,14,5,45,24,21,6,1,28,10,207.933435610956,2140.01491272105
"161","163643","13120302402","13","1312","131203","131203024","024","02","02402","13120302402","1","11",11A,22,19,3,21,15,7,11,7,2,2,0,9,31,31,21,10,2,6,15,5,21,15,6,13,4,43,19,24,7,1,23,12,273.773663327966,4349.88532366373
"162","163644","13120300605","13","1312","131203","131203006","006","05","00605","13120300605","1","11",11A,18,13,5,18,6,12,1,15,0,0,2,10,42,42,39,3,3,6,13,25,39,23,16,34,15,99,46,53,12,8,47,32,314.573734127025,5414.98225421409
"163","163645","13121704201","13","1312","131217","131217042","042","01","04201","13121704201","1","11",11A,73,36,37,61,22,51,17,29,1,2,24,40,264,264,172,92,28,11,48,110,172,124,48,100,28,355,161,194,28,28,209,90,829.492324585683,18006.5659793371
"164","163646","13121703801","13","1312","131217","131217038","038","01","03801","13121703801","1","11",11A,58,24,34,53,17,41,22,24,6,5,1,2,288,288,203,85,37,75,89,99,203,152,51,85,48,389,179,210,56,37,217,79,910.535767783532,32385.8076222624
"165","163647","13121704802","13","1312","131217","131217048","048","02","04802","13121704802","1","11",11A,32,16,16,27,5,27,12,8,12,0,0,25,119,119,87,32,6,27,48,26,87,64,23,46,19,173,80,93,17,15,94,47,709.475372310142,31339.9648191925
"166","163648","13120200902","13","1312","131202","131202009","009","02","00902","13120200902","1","11",11A,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,2,8,398.865940567681,7035.49857981506
"167","163649","13121800803","13","1312","131218","131218008","008","03","00803","13121800803","1","11",11A,24,24,0,24,5,19,0,24,0,0,0,0,29,29,24,5,13,13,21,2,24,15,9,15,7,56,22,34,6,7,24,19,318.603895247008,5060.08039844841
"168","163650","13120300302","13","1312","131203","131203003","003","02","00302","13120300302","1","11",11A,16,16,0,16,16,0,12,4,0,0,0,5,16,16,11,5,2,1,3,8,11,7,4,6,2,24,10,14,2,6,11,5,1258.43411222374,52106.6909381547
"169","163651","13120302403","13","1312","131203","131203024","024","03","02403","13120302403","1","11",11A,15,14,1,15,11,4,1,9,3,2,0,8,21,21,18,3,1,5,13,4,18,13,5,15,5,41,18,23,3,6,19,13,258.311986719507,3742.73884964291
"170","163652","13121601307","13","1312","131216","131216013","013","07","01307","13121601307","1","11",11A,7,4,3,7,2,5,3,2,2,0,0,2,21,21,14,7,5,10,8,3,14,11,3,7,4,28,13,15,4,3,13,8,273.208620741252,4191.46664499806
"171","163653","13121704202","13","1312","131217","131217042","042","02","04202","13121704202","1","11",11A,37,20,15,36,10,27,14,19,1,0,3,32,112,110,82,28,5,4,28,48,82,66,16,42,13,173,67,106,12,15,80,66,780.557765007607,21889.1691598778
"172","163654","13121801903","13","1312","131218","131218019","019","03","01903","13121801903","1","11",11A,30,30,0,30,7,23,2,14,4,9,1,6,30,30,25,5,10,25,22,3,25,14,11,16,10,65,31,34,9,8,35,13,907.329992443245,34645.8738732626
"173","163655","13121800804","13","1312","131218","131218008","008","04","00804","13121800804","1","11",11A,84,80,4,84,51,33,31,41,4,3,5,22,133,133,96,37,25,54,62,33,96,63,33,61,27,212,96,116,29,19,101,63,971.993683528061,34194.5796828641
"174","163656","13120302404","13","1312","131203","131203024","024","04","02404","13120302404","1","11",11A,12,12,0,12,12,0,9,2,1,0,0,8,12,12,12,0,2,3,7,4,12,10,2,7,1,21,7,14,1,0,11,9,198.376920276098,1963.78470874612
"175","163657","13120300208","13","1312","131203","131203002","002","08","00208","13120300208","1","11",11A,4,0,4,4,0,4,0,4,0,0,0,3,54,54,51,3,2,0,1,50,51,24,27,42,24,142,71,71,35,17,73,17,291.805415866096,4318.35787845662
"176","163658","13121801804","13","1312","131218","131218018","018","04","01804","13121801804","1","11",11A,16,15,1,15,2,14,0,16,0,0,0,2,33,33,29,4,7,18,24,4,29,15,14,22,11,80,38,42,12,10,40,18,448.969164563532,10215.9743194248
"177","163659","13121700705","13","1312","131217","131217007","007","05","00705","13121700705","1","11",11A,11,9,2,11,7,4,8,3,0,0,0,0,25,25,21,4,7,1,12,7,21,19,2,6,3,32,14,18,4,0,16,12,633.233192025327,26438.6940080719
"178","163660","13121801004","13","1312","131218","131218010","010","04","01004","13121801004","1","11",11A,30,13,17,30,5,25,3,19,5,3,0,0,141,141,98,43,21,56,64,29,98,55,43,62,30,230,104,126,27,24,124,55,712.308816005003,19084.1626733139
"179","163661","13121700706","13","1312","131217","131217007","007","06","00706","13121700706","1","11",11A,24,19,4,22,11,13,13,11,0,0,0,2,45,44,35,9,8,17,13,22,36,18,18,26,14,95,42,53,14,7,50,24,562.159204812535,16111.9046019958
"180","163662","13121700707","13","1312","131217","131217007","007","07","00707","13121700707","1","11",11A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249.813466353775,1614.33586518208
"181","163663","13120302405","13","1312","131203","131203024","024","05","02405","13120302405","1","11",11A,13,13,0,13,13,0,11,2,0,0,0,5,13,13,9,4,0,0,6,3,9,4,5,7,4,21,11,10,3,1,12,5,199.475023929082,2070.43356527
"182","163664","13121704102","13","1312","131217","131217041","041","02","04102","13121704102","1","11",11A,31,13,17,28,3,28,14,11,4,0,2,15,125,124,77,47,14,26,40,31,77,56,21,45,16,173,80,93,17,12,86,58,562.111919826803,17848.0998223366
"183","163665","13120303006","13","1312","131203","131203030","030","06","03006","13120303006","1","11",11A,11,3,8,11,3,8,0,5,3,0,3,0,58,58,53,5,5,25,35,16,53,31,22,45,18,134,66,68,13,17,74,30,1551.1818173367,80561.2917144126
"184","163666","13121703902","13","1312","131217","131217039","039","02","03902","13121703902","1","11",11A,66,40,24,62,39,27,0,55,3,2,6,17,201,199,143,56,16,14,54,80,143,110,33,77,24,348,151,197,42,57,160,89,613.764954488355,22295.6876520326
"185","163667","13121704103","13","1312","131217","131217041","041","03","04103","13121704103","1","11",11A,12,10,2,12,8,4,2,6,0,0,4,8,23,23,16,7,2,1,6,9,16,13,3,7,2,33,15,18,2,4,21,6,238.567968012896,3343.26595526016
"186","163668","13121800805","13","1312","131218","131218008","008","05","00805","13121800805","1","11",11A,14,14,0,14,14,0,0,14,0,0,0,4,14,14,13,1,10,7,10,2,13,7,6,11,5,38,17,21,6,7,18,7,261.769947242038,4259.98917107614
"187","163669","13121601308","13","1312","131216","131216013","013","08","01308","13121601308","1","11",11A,21,15,6,20,5,16,5,2,7,5,2,3,54,54,40,14,24,40,30,8,40,19,21,31,22,108,56,52,34,7,52,15,880.193377990134,43459.9669708153
"188","163670","13121801805","13","1312","131218","131218018","018","05","01805","13121801805","1","11",11A,17,17,0,17,7,10,0,15,1,1,0,4,17,17,13,4,5,13,10,0,13,9,4,12,4,32,18,14,4,2,13,13,616.177074822216,21346.9127975509
"189","163671","13121704503","13","1312","131217","131217045","045","03","04503","13121704503","1","11",11A,37,23,13,36,23,14,15,17,0,2,3,25,97,96,69,27,9,29,17,36,69,50,19,45,17,157,66,91,19,19,83,36,1162.62764581562,77626.678965687
"190","163672","13121800401","13","1312","131218","131218004","004","01","00401","13121800401","1","11",11A,23,0,23,22,0,23,0,0,23,0,0,23,183,183,159,24,3,6,123,19,159,90,69,118,44,399,190,209,33,47,201,118,1320.26060910845,29237.0242067907
"191","163673","13120302409","13","1312","131203","131203024","024","09","02409","13120302409","1","11",11A,15,15,0,15,15,0,15,0,0,0,0,4,15,15,13,2,6,3,9,3,13,12,1,8,1,25,10,15,0,2,15,8,195.492764248949,1861.57685217115
"192","163674","13121704404","13","1312","131217","131217044","044","04","04404","13121704404","1","11",11A,49,31,18,46,37,12,16,29,0,0,4,33,118,118,87,31,20,6,31,47,87,72,15,40,12,158,63,95,10,12,83,53,483.105616253452,7430.05044147061
"193","163675","13120300305","13","1312","131203","131203003","003","05","00305","13120300305","1","11",11A,37,37,0,37,37,0,35,1,1,0,0,28,37,37,12,25,4,3,3,9,12,5,7,11,4,33,16,17,6,2,13,12,624.164699953202,15232.5105721079
"194","163676","13121704203","13","1312","131217","131217042","042","03","04203","13121704203","1","11",11A,26,10,15,22,6,20,10,7,2,2,5,18,99,98,62,36,8,6,26,31,62,47,15,32,10,158,46,112,15,33,79,31,397.071135790878,9398.59548863851
"195","163677","13121801806","13","1312","131218","131218018","018","06","01806","13121801806","1","11",11A,24,24,0,24,3,21,0,23,0,0,1,3,27,27,24,3,7,22,21,1,24,13,11,19,11,70,33,37,11,13,28,18,551.061890651178,14460.7915332823
"196","163695","13121800704","13","1312","131218","131218007","007","04","00704","13121800704","1","11",11A,16,1,14,15,1,15,0,1,14,1,0,0,489,488,425,63,351,422,305,90,425,293,132,243,136,897,392,505,93,110,534,160,1713.83637807868,108982.016396349
"197","163696","13120201903","13","1312","131202","131202019","019","03","01903","13120201903","1","11",11A,35,25,10,34,11,24,10,15,4,5,1,24,90,90,66,24,19,39,44,20,66,38,28,50,27,167,74,93,28,20,79,40,592.741709616049,19167.6662231184
