WKT,fid,OBJECTID,BGRI2021,DT21,DTMN21,DTMNFR21,DTMNFRSEC21,SECNUM21,SSNUM21,SECSSNUM21,SUBSECCAO,NUTS1,NUTS2,NUTS3,N_EDIFICIOS_CLASSICOS,N_EDIFICIOS_CLASS_CONST_1_OU_2_ALOJ,N_EDIFICIOS_CLASS_CONST_3_OU_MAIS_ALOJAMENTOS,N_EDIFICIOS_EXCLUSIV_RESID,N_EDIFICIOS_1_OU_2_PISOS,N_EDIFICIOS_3_OU_MAIS_PISOS,N_EDIFICIOS_CONSTR_ANTES_1945,N_EDIFICIOS_CONSTR_1946_1980,N_EDIFICIOS_CONSTR_1981_2000,N_EDIFICIOS_CONSTR_2001_2010,N_EDIFICIOS_CONSTR_2011_2021,N_EDIFICIOS_COM_NECESSIDADES_REPARACAO,N_ALOJAMENTOS_TOTAL,N_ALOJAMENTOS_FAMILIARES,N_ALOJAMENTOS_FAM_CLASS_RHABITUAL,N_ALOJAMENTOS_FAM_CLASS_VAGOS_OU_RESID_SECUNDARIA,N_RHABITUAL_ACESSIVEL_CADEIRAS_RODAS,N_RHABITUAL_COM_ESTACIONAMENTO,N_RHABITUAL_PROP_OCUP,N_RHABITUAL_ARRENDADOS,N_AGREGADOS_DOMESTICOS_PRIVADOS,N_ADP_1_OU_2_PESSOAS,N_ADP_3_OU_MAIS_PESSOAS,N_NUCLEOS_FAMILIARES,N_NUCLEOS_FAMILIARES_COM_FILHOS_TENDO_O_MAIS_NOVO_MENOS_DE_25,N_INDIVIDUOS,N_INDIVIDUOS_H,N_INDIVIDUOS_M,N_INDIVIDUOS_0_14,N_INDIVIDUOS_15_24,N_INDIVIDUOS_25_64,N_INDIVIDUOS_65_OU_MAIS,SHAPE_Length,SHAPE_Area
"MULTIPOLYGON (((-44005.9385 167689.252499999,-43968.8473 167616.534499999,-43949.7063 167577.4155,-43975.3764 167577.414899999,-43991.4326 167577.902799999,-44015.4956 167578.6339,-44056.1652 167577.883099999,-44101.7645 167579.5019,-44160.954 167581.9704,-44257.9245 167597.049799999,-44349.6217 167618.8872,-44360.5682 167620.7509,-44371.6247 167622.615599999,-44379.9925 167637.6338,-44366.2732 167664.9846,-44340.7036 167660.935699999,-44305.0643 167664.1261,-44270.9943 167670.43,-44146.9619 167693.3794,-44025.1289 167715.921800001,-44005.9385 167689.252499999)))","1141","170351","13121601807","13","1312","131216","131216018","018","07","01807","13121601807","1","11",11A,41,38,3,41,31,10,1,4,31,4,1,1,51,51,49,2,14,30,34,13,49,30,19,34,15,117,59,58,20,8,47,42,978.253435804499,37651.1099390389
"MULTIPOLYGON (((-36735.9948 167709.279,-36727.7441 167695.6176,-36718.9603 167679.681299999,-36715.2344 167671.332599999,-36748.5047 167645.022500001,-36759.1515 167664.774700001,-36766.3373 167679.7,-36772.6222 167690.8906,-36741.8507 167716.3617,-36735.9948 167709.279)))","1142","170352","13120301911","13","1312","131203","131203019","019","11","01911","13120301911","1","11",11A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186.689245211827,2170.65899812358
"MULTIPOLYGON (((-42994.1699 167722.357799999,-42989.231 167712.4803,-42914.1995 167616.8068,-42956.9942 167576.5437,-42965.5537 167568.490900001,-43057.0127 167681.8664,-43061.6126 167690.800899999,-43069.5094 167705.735099999,-43074.4803 167720.795399999,-42995.5209 167725.059699999,-42994.1699 167722.357799999)))","1143","170353","13121102001","13","1312","131211","131211020","020","01","02001","13121102001","1","11",11A,18,10,8,18,10,8,0,18,0,0,0,14,58,58,56,2,10,11,22,34,56,38,18,38,17,127,64,63,15,14,53,45,473.703471030599,11642.1861493892
"MULTIPOLYGON (((-40835.259 167725.6139,-40802.1743 167707.783199999,-40820.1572 167676.632200001,-40843.4717 167635.8664,-40863.6615 167601.0395,-40907.1787 167616.71,-40898.8362 167631.796599999,-40879.2374 167664.7436,-40871.2209 167678.5912,-40841.8788 167729.331599999,-40835.259 167725.6139)))","1144","170354","13121004504","13","1312","131210","131210045","045","04","04504","13121004504","1","11",11A,3,0,3,3,0,3,0,0,3,0,0,0,38,38,31,7,24,27,22,7,31,17,14,23,15,80,41,39,14,12,49,5,344.804797980162,5749.76553195591
"MULTIPOLYGON (((-40711.7314 167715.514599999,-40735.072 167676.856799999,-40757.5616 167639.3399,-40799.809 167663.611099999,-40754.9217 167739.8508,-40711.7314 167715.514599999)))","1145","170355","13121004418","13","1312","131210","131210044","044","18","04418","13121004418","1","11",11A,16,16,0,16,16,0,16,0,0,0,0,4,16,16,11,5,8,6,6,4,11,10,1,6,1,19,9,10,1,0,9,9,275.66901492112,4354.73514951023
"MULTIPOLYGON (((-40238.4008 167741.4714,-40208.3541 167738.9101,-40200.9004 167736.814300001,-40195.5426 167734.0195,-40195.3094 167718.414100001,-40195.5423 167706.068600001,-40198.337 167693.4901,-40201.3648 167683.0085,-40220.6925 167642.9147,-40276.5903 167671.182499999,-40272.6256 167678.405300001,-40262.0963 167702.714500001,-40258.0629 167742.794,-40238.4008 167741.4714)))","1146","170356","13121004702","13","1312","131210","131210047","047","02","04702","13121004702","1","11",11A,3,3,0,3,3,0,0,3,0,0,0,0,5,5,5,0,0,4,3,2,5,4,1,3,0,10,4,6,0,0,8,2,297.559145937662,5556.64565604002
"MULTIPOLYGON (((-37342.2092 167739.3444,-37324.7795 167741.0943,-37302.7711 167737.2162,-37294.8201 167735.815099999,-37262.9098 167730.255899999,-37234.5703 167725.4068,-37224.5406 167722.786900001,-37204.4908 167725.407500001,-37196.651 167725.4077,-37184.0108 167727.1581,-37176.4072 167729.0584,-37176.3921 167729.062200001,-37158.8817 167733.438300001,-37143.8615 167733.228599999,-37127.1017 167729.789100001,-37099.722 167720.5998,-37077.8521 167710.600400001,-37060.9235 167703.002900001,-37060.6543 167702.882099999,-37066.9528 167689.5024,-37076.1435 167669.9789,-37093.7294 167628.524499999,-37101.3109 167611.845100001,-37114.1091 167577.7524,-37127.6461 167530.5392,-37139.7361 167481.077099999,-37141.464 167474.010399999,-37152.7689 167408.687899999,-37166.2768 167345.781400001,-37176.7574 167348.5732,-37192.8377 167351.847,-37247.8855 167355.4396,-37289.6688 167357.6633,-37319.9875 167358.5581,-37325.0023 167358.429099999,-37344.0965 167357.938,-37382.2749 167355.217900001,-37467.1913 167345.8079,-37534.4084 167336.687899999,-37576.6426 167328.856,-37620.8047 167320.0381,-37685.4489 167307.2093,-37735.5797 167298.8084,-37765.7455 167295.2294,-37775.848 167293.9384,-37793.6993 167300.5381,-37813.4231 167311.389599999,-37813.6439 167311.509,-37780.2951 167344.1295,-37750.9561 167372.349400001,-37740.9648 167382.3411,-37740.2503 167383.055600001,-37726.1169 167397.1897,-37704.2277 167425.7598,-37682.3484 167452.850299999,-37666.5196 167474.1303,-37625.9903 167500.6909,-37592.2412 167521.8211,-37562.9422 167540.0119,-37546.6125 167553.722100001,-37525.4936 167574.8419,-37505.0838 167594.872099999,-37482.8352 167616.372400001,-37459.4756 167641.253,-37452.786 167647.5327,-37434.2465 167668.312799999,-37415.7075 167686.5034,-37401.0383 167702.312899999,-37401.0133 167702.346799999,-37385.6685 167723.193399999,-37376.2045 167743.2717,-37376.1992 167743.283,-37342.2092 167739.3444)))","1147","170357","13120301912","13","1312","131203","131203019","019","12","01912","13120301912","1","11",11A,49,43,6,49,14,35,1,3,42,3,0,46,82,82,60,22,5,29,27,26,60,38,22,45,17,145,66,79,22,9,64,50,1975.84787313965,182264.104970979
"MULTIPOLYGON (((-39050.8376 167719.8123,-39041.271 167716.022500001,-39005.1933 167701.665200001,-38951.9763 167680.668299999,-38950.7173 167680.171399999,-38930.2861 167672.194800001,-38864.2126 167646.0701,-38847.8672 167639.489499999,-38830.1288 167633.307800001,-38821.1592 167630.515,-38815.5784 167629.119,-38809.9976 167628.5211,-38804.4168 167627.724099999,-38798.4371 167627.5252,-38791.9593 167627.1262,-38777.6089 167629.121200001,-38748.3102 167633.508199999,-38712.6317 167638.2962,-38701.8682 167639.293199999,-38696.9854 167639.692199999,-38646.5844 167633.6437,-38625.0423 167631.0579,-38625.9051 167621.8322,-38633.0573 167567.430400001,-38647.3649 167494.131200001,-38655.1105 167466.794500001,-38679.5094 167472.5019,-38684.2461 167464.3002,-38689.8978 167461.579299999,-38739.508 167487.105,-38749.6017 167490.9068,-38751.0196 167491.4408,-38787.8743 167511.0328,-38803.9069 167533.0769,-38841.0064 167539.758400001,-38860.3676 167537.678400001,-38897.569 167535.986300001,-38950.1288 167535.4211,-38968.1665 167572.0735,-38974.1183 167573.307499999,-38995.8232 167577.3682,-39013.4207 167582.487500001,-39057.7343 167599.285,-39105.0875 167617.682399999,-39115.3261 167651.7575,-39124.1248 167651.9175,-39143.2675 167664.054300001,-39111.9754 167743.2991,-39050.8376 167719.8123)))","1148","170358","13121001206","13","1312","131210","131210012","012","06","01206","13121001206","1","11",11A,12,12,0,12,11,1,12,0,0,0,0,11,12,12,4,8,1,1,0,3,4,3,1,2,0,7,3,4,0,0,2,5,1339.5839840895,63122.5091867871
"MULTIPOLYGON (((-42215.5428 167745.621300001,-42162.1319 167718.908399999,-42108.5621 167700.449200001,-42094.3481 167697.6568,-42095.7966 167688.7092,-42103.5309 167632.379,-42106.4474 167614.1039,-42109.0104 167590.184900001,-42110.0516 167563.8804,-42107.6079 167533.635399999,-42101.4074 167497.1603,-42100.3981 167493.865800001,-42101.3864 167493.874,-42118.3037 167497.9186,-42137.8769 167503.353,-42143.5846 167504.139799999,-42163.6088 167508.144300001,-42184.6869 167512.992699999,-42196.4914 167515.521400001,-42206.848 167519.558,-42270.5053 167538.814,-42283.6379 167555.993100001,-42307.5451 167583.1405,-42297.7647 167604.1348,-42282.147 167661.4276,-42274.4335 167681.517899999,-42220.3276 167746.109200001,-42215.5428 167745.621300001)))","1149","170359","13121101705","13","1312","131211","131211017","017","05","01705","13121101705","1","11",11A,8,5,3,7,3,5,3,0,4,1,0,3,34,34,26,8,5,20,17,5,26,15,11,21,9,63,28,35,6,7,39,11,763.593230238222,36713.9692330955
"MULTIPOLYGON (((-40631.978 167719.697899999,-40638.5336 167708.5743,-40654.2426 167680.5041,-40654.5896 167680.0101,-40711.7314 167715.514599999,-40689.4718 167754.7784,-40631.978 167719.697899999)))","1150","170360","13121004419","13","1312","131210","131210044","044","19","04419","13121004419","1","11",11A,12,12,0,12,12,0,12,0,0,0,0,3,13,13,11,2,7,8,10,1,11,9,2,7,2,21,9,12,1,1,8,11,225.441749140789,3051.1370049642
"MULTIPOLYGON (((-39694.4905 167789.8026,-39566.7888 167663.1061,-39525.1773 167623.3084,-39519.7124 167617.840700001,-39513.7266 167610.031199999,-39509.8237 167603.261499999,-39507.5187 167595.003900001,-39505.6226 167573.277799999,-39503.5024 167549.104800001,-39501.3138 167479.3006,-39500.1825 167447.8039,-39499.2573 167422.037900001,-39497.1557 167363.542300001,-39493.4339 167273.990900001,-39560.5409 167271.1318,-39582.237 167270.2434,-39618.1884 167275.9955,-39619.1254 167276.145500001,-39637.4976 167276.053200001,-39664.3543 167265.4011,-39671.4043 167294.6548,-39679.0323 167327.1204,-39681.2453 167336.321,-39682.9923 167342.492699999,-39685.0892 167347.1515,-39687.5931 167351.112299999,-39681.6864 167353.738299999,-39677.0927 167358.552200001,-39666.1609 167367.649800001,-39664.1195 167379.8956,-39658.1486 167459.0065,-39659.7497 167476.604800001,-39664.5308 167502.252699999,-39672.7866 167518.3379,-39675.8565 167521.3027,-39685.3881 167530.510199999,-39706.2453 167541.8123,-39726.2345 167545.7238,-39815.1205 167546.551100001,-39802.6654 167575.0352,-39791.0992 167597.2905,-39781.3128 167615.093,-39767.5226 167637.8103,-39767.0317 167638.885299999,-39767.0317 167640.4202,-39767.5227 167641.3412,-39769.1606 167642.2631,-39771.1255 167642.8771,-39772.2715 167643.031,-39775.7093 167643.031,-39778.8202 167642.5699,-39800.4331 167631.207,-39802.726 167631.207,-39807.4738 167632.741800001,-39829.3599 167640.532099999,-39821.1284 167654.0337,-39809.7841 167669.9453,-39798.5517 167684.4109,-39788.8853 167697.1456,-39768.7885 167723.6239,-39762.9378 167731.330700001,-39746.9468 167752.3981,-39708.159 167803.216800001,-39694.4905 167789.8026)))","1151","170362","13121003008","13","1312","131210","131210030","030","08","03008","13121003008","1","11",11A,24,10,13,23,9,15,1,19,4,0,0,7,138,137,108,29,11,20,8,96,108,77,31,59,24,229,94,135,25,17,109,78,1582.38306944994,96805.1056327752
"MULTIPOLYGON (((-38055.4434 167794.041200001,-38049.0376 167788.388499999,-38038.512 167785.7786,-38025.2425 167783.604800001,-38005.5673 167783.604900001,-37969.4008 167783.726,-37947.5627 167783.642100001,-37933.7523 167792.002900001,-37915.7681 167793.502900001,-37903.4566 167791.2541,-37895.5339 167788.8972,-37887.9712 167785.3464,-37876.5316 167779.2587,-37868.2949 167774.4749,-37879.2762 167755.987600001,-37891.1735 167735.5483,-37902.1549 167711.6292,-37919.0838 167679.010399999,-37945.7342 167620.9526,-37973.2763 167546.079399999,-37979.4801 167551.586200001,-37994.1747 167567.8715,-38016.8771 167602.697,-38041.5105 167645.1592,-38059.3335 167726.754899999,-38069.4016 167779.444700001,-38075.5795 167793.7961,-38069.0689 167800.3849,-38064.5951 167804.913699999,-38055.4434 167794.041200001)))","1152","170363","13121002602","13","1312","131210","131210026","026","02","02602","13121002602","1","11",11A,36,11,25,36,10,26,6,8,21,1,0,21,321,321,224,97,47,99,106,101,224,164,60,128,46,457,216,241,33,61,248,115,751.726738175626,27848.612329941
"MULTIPOLYGON (((-40561.7968 167784.568600001,-40539.2128 167779.3562,-40501.3403 167769.1074,-40478.3413 167760.6121,-40376.6064 167722.8256,-40360.1911 167716.472100001,-40361.9437 167590.451199999,-40360.9476 167581.283600001,-40360.3876 167576.1348,-40406.6526 167581.3848,-40424.5208 167578.2005,-40443.4619 167574.8233,-40502.2852 167565.7796,-40570.551 167553.459799999,-40573.0011 167571.028100001,-40573.3512 167581.5187,-40572.9064 167603.876800001,-40571.9045 167607.966600001,-40598.7596 167612.873600001,-40637.009 167627.592900001,-40658.9743 167632.711100001,-40669.2879 167638.599199999,-40676.9252 167642.030300001,-40654.5896 167680.0101,-40654.2426 167680.5041,-40638.5336 167708.5743,-40631.978 167719.697899999,-40689.4718 167754.7784,-40658.9577 167808.250800001,-40561.7968 167784.568600001)))","1153","170364","13121004420","13","1312","131210","131210044","044","20","04420","13121004420","1","11",11A,35,18,17,34,19,16,15,3,9,8,0,11,247,247,176,71,38,145,132,37,176,116,60,115,55,389,176,213,35,49,221,84,1050.88586730162,55121.6698353985
"MULTIPOLYGON (((-36804.8138 167863.4715,-36681.9867 167671.048800001,-36662.9469 167605.1515,-36660.5562 167511.495300001,-36663.5971 167399.811699999,-36667.4567 167370.220899999,-36676.462 167336.770099999,-36684.8245 167316.185900001,-36697.6387 167293.3598,-36705.4093 167279.518300001,-36710.8661 167284.0371,-36695.175 167313.938,-36685.3737 167343.355799999,-36683.0199 167357.803300001,-36678.7483 167380.921399999,-36678.4724 167388.7941,-36697.3449 167420.9047,-36715.3323 167443.603700001,-36729.0999 167459.851,-36743.6714 167472.8694,-36736.2568 167480.303099999,-36726.1433 167494.7226,-36716.7949 167509.439099999,-36710.7062 167520.174699999,-36701.6567 167534.3412,-36694.7361 167547.782600001,-36692.3413 167555.1194,-36689.9455 167566.2499,-36690.4776 167578.3924,-36692.0746 167591.2949,-36693.4066 167598.4756,-36694.2056 167606.8233,-36697.3997 167622.5077,-36700.8596 167636.675100001,-36706.7155 167652.612400001,-36712.3054 167665.766899999,-36715.2344 167671.332599999,-36718.9603 167679.681299999,-36727.7441 167695.6176,-36735.9948 167709.279,-36741.8507 167716.3617,-36815.6032 167824.736300001,-36815.6478 167824.815,-36811.8983 167846.404899999,-36810.2888 167860.784700001,-36814.4284 167866.784399999,-36804.8138 167863.4715)))","1154","170365","13120301915","13","1312","131203","131203019","019","15","01915","13120301915","1","11",11A,36,36,0,36,36,0,3,0,4,0,29,36,37,37,35,2,6,5,5,30,35,21,14,21,8,75,35,40,4,6,41,24,1311.39422822641,18517.3933143868
"MULTIPOLYGON (((-43075.1257 167871.502900001,-43078.2095 167863.4782,-43079.3204 167858.293400001,-43079.4432 167840.7621,-43080.874 167823.0899,-43078.6988 167788.3014,-43074.6983 167724.293199999,-43074.4803 167720.795399999,-43069.5094 167705.735099999,-43061.6126 167690.800899999,-43071.8441 167679.654200001,-43209.5235 167849.611300001,-43149.9803 167865.322799999,-43130.9192 167867.865,-43111.0351 167870.2663,-43086.7262 167873.7796,-43077.8416 167874.6437,-43071.6479 167876.5847,-43075.1257 167871.502900001)))","1155","170366","13121102004","13","1312","131211","131211020","020","04","02004","13121102004","1","11",11A,10,0,10,10,0,10,0,10,0,0,0,10,80,80,63,17,1,23,50,10,63,39,24,40,14,148,74,74,11,12,80,45,565.240843340537,12987.6681052507
"MULTIPOLYGON (((-40878.4956 167874.979,-40805.1615 167839.3598,-40804.0996 167838.843900001,-40740.4543 167827.2305,-40752.9253 167788.5129,-40802.1743 167707.783199999,-40835.259 167725.6139,-40841.8788 167729.331599999,-40878.3324 167750.801100001,-40907.6262 167767.8158,-40908.2882 167768.2008,-40942.4039 167786.985400001,-40923.2301 167822.5483,-40891.1171 167881.5985,-40878.4956 167874.979)))","1156","170367","13121004506","13","1312","131210","131210045","045","06","04506","13121004506","1","11",11A,15,4,11,14,2,13,0,0,0,15,0,0,132,132,114,18,53,108,84,27,114,51,63,93,55,304,140,164,37,46,188,33,565.587800524893,18942.4255390486
"MULTIPOLYGON (((-41146.5706 167891.3543,-41147.3178 167889.985,-41150.0172 167888.145400001,-41181.5111 167832.6372,-41204.1446 167792.7454,-41205.3645 167790.495100001,-41236.9956 167732.861300001,-41238.8925 167729.405,-41250.5623 167710.7151,-41252.0476 167708.192600001,-41268.9804 167740.4221,-41283.0966 167751.1163,-41332.2896 167763.949200001,-41354.5333 167819.130899999,-41368.6496 167834.9581,-41380.1992 167848.218900001,-41387.8525 167866.068600001,-41350.8953 167880.831499999,-41206.7186 167938.4242,-41201.4499 167940.6052,-41198.0991 167941.8752,-41194.9622 167942.3442,-41191.7533 167941.8093,-41189.1864 167940.204399999,-41187.4755 167938.7345,-41184.4806 167936.126700001,-41150.3287 167895.678,-41146.5958 167891.383300001,-41146.5706 167891.3543)))","1157","170476","13121100802","13","1312","131211","131211008","008","02","00802","13121100802","1","11",11A,14,0,14,12,0,14,0,0,11,0,3,5,332,332,273,59,188,161,193,60,273,171,102,188,87,613,272,341,83,45,361,124,713.067832010708,28900.2680832571
"MULTIPOLYGON (((-38016.8771 167602.697,-38115.4817 167577.350500001,-38128.4819 167676.716700001,-38145.7151 167674.291300001,-38171.0505 167672.6701,-38171.1444 167673.227399999,-38170.7225 167686.311899999,-38168.9297 167697.077500001,-38163.0231 167706.574200001,-38144.0 167720.8857,-38075.5795 167793.7961,-38069.4016 167779.444700001,-38059.3335 167726.754899999,-38041.5105 167645.1592,-38016.8771 167602.697)))","1158","170482","13121002802","13","1312","131210","131210028","028","02","02802","13121002802","1","11",11A,39,26,13,38,26,13,0,35,2,2,0,26,160,160,121,39,42,62,74,37,121,90,31,72,28,248,112,136,22,34,123,69,606.236759755863,16006.6917124095
"MULTIPOLYGON (((-45131.6776 165318.606699999,-45073.9864 165243.72,-45132.9396 165211.9595,-45139.5593 165207.2676,-45145.0749 165199.263800001,-45159.943 165170.029899999,-45181.6182 165178.062200001,-45185.238 165179.618100001,-45211.131 165190.756100001,-45231.2662 165202.8983,-45242.2998 165213.661599999,-45250.4626 165224.711,-45251.5545 165223.172,-45253.4464 165220.836100001,-45255.4823 165218.6252,-45257.6542 165216.5482,-45259.9531 165214.612299999,-45262.6329 165212.633300001,-45264.8958 165211.1983,-45267.5197 165209.7324,-45270.2316 165208.4364,-45273.0194 165207.315400001,-45275.8733 165206.372400001,-45278.7812 165205.613399999,-45281.731 165205.0403,-45284.7119 165204.6533,-45287.7108 165204.4583,-45290.7166 165204.453199999,-45293.7155 165204.6392,-45296.6974 165205.0151,-45299.6492 165205.579,-45302.5601 165206.3289,-45305.416 165207.2619,-45308.2079 165208.3748,-45310.9238 165209.661699999,-45313.5527 165211.1185,-45316.0836 165212.739399999,-45318.5065 165214.5173,-45320.8114 165216.4462,-45322.9903 165218.516100001,-45325.0333 165220.720899999,-45327.2892 165223.4888,-45328.6792 165225.4957,-45330.2671 165228.046499999,-45331.6911 165230.693399999,-45332.944 165233.4252,-45334.021 165236.2311,-45334.919 165239.0989,-45335.632 165242.0188,-45336.159 165244.977700001,-45336.496 165247.963500001,-45336.644 165250.965399999,-45336.6011 165253.9702,-45336.3681 165256.9671,-45335.9451 165259.942,-45335.3342 165262.8849,-45334.5383 165265.7827,-45333.5593 165268.624600001,-45332.4024 165271.398499999,-45331.0725 165274.0934,-45329.5736 165276.6983,-45327.9137 165279.203299999,-45326.0968 165281.599199999,-45325.3298 165282.486099999,-45324.1329 165283.8731,-45322.028 165286.019,-45319.7911 165288.026,-45317.4322 165289.8879,-45314.9593 165291.595899999,-45312.3835 165293.1439,-45309.7136 165294.524900001,-45306.9627 165295.7349,-45304.1399 165296.766899999,-45301.258 165297.617900001,-45300.729 165297.7379,-45298.3271 165298.2849,-45295.3603 165298.764900001,-45292.3694 165299.0549,-45289.3655 165299.155,-45286.3617 165299.065,-45283.3698 165298.7841,-45280.4009 165298.314200001,-45277.469 165297.656300001,-45274.5841 165296.814300001,-45271.7583 165295.7914,-45269.0024 165294.590500001,-45266.3295 165293.217599999,-45263.7486 165291.6777,-45261.2707 165289.9779,-45258.9048 165288.124,-45256.6618 165286.1231,-45254.5489 165283.985200001,-45253.5639 165282.851299999,-45252.578 165281.716399999,-45250.754 165279.328500001,-45249.0851 165276.8287,-45247.5781 165274.228800001,-45246.9781 165273.0229,-45198.2215 165297.9695,-45139.0873 165328.225199999,-45131.6776 165318.606699999)))","1159","170535","13121601408","13","1312","131216","131216014","014","08","01408","13121601408","1","11",11A,18,18,0,18,1,17,0,7,0,9,2,2,18,18,17,1,7,17,13,1,17,8,9,12,6,47,21,26,5,6,22,14,700.040725129729,22791.1344833932
"MULTIPOLYGON (((-38443.7505 165328.500399999,-38443.4397 165302.5012,-38443.1193 165266.3214,-38443.235 165252.5986,-38443.7274 165194.2224,-38443.5072 165170.6327,-38443.4464 165152.142899999,-38443.4825 165151.068299999,-38445.3053 165096.763900001,-38446.2245 165070.7641,-38447.1644 165050.0141,-38449.0236 165031.764699999,-38453.0331 165014.144300001,-38464.9829 164994.614499999,-38500.3613 164945.454399999,-38518.645 164920.082699999,-38551.7098 164936.699899999,-38552.8621 164977.4582,-38551.8943 164989.2618,-38550.6944 164991.4167,-38548.0935 164996.024499999,-38543.0358 165001.851299999,-38543.3248 165003.4243,-38543.6138 165005.3212,-38545.2028 165007.7601,-38548.3827 165011.2839,-38551.9956 165015.3497,-38554.5965 165018.8726,-38557.0534 165020.770500001,-38561.2442 165023.0744,-38565.5801 165024.9713,-38569.9149 165027.817199999,-38576.7077 165034.321900001,-38590.0022 165044.621400001,-38606.3537 165059.8817,-38618.6573 165071.3642,-38618.0194 165080.468800001,-38611.182 165114.467499999,-38611.803 165118.406300001,-38655.5274 165145.565,-38693.05 165168.9879,-38747.5201 165208.7631,-38751.981 165212.0209,-38743.9864 165220.2346,-38714.997 165253.3025,-38671.0335 165315.3432,-38479.6589 165328.7797,-38443.7505 165328.500399999)))","1160","170536","13120202101","13","1312","131202","131202021","021","01","02101","13120202101","1","11",11A,105,71,33,104,71,34,52,45,4,2,2,23,280,279,231,48,57,62,87,129,231,150,81,145,71,553,260,293,61,48,343,101,1214.72715236623,73549.0565371513
"MULTIPOLYGON (((-44137.6431 165329.329600001,-44133.4873 165325.8288,-44129.4874 165321.0921,-44089.1404 165243.312100001,-44119.569 165228.8413,-44139.998 165219.893300001,-44148.8446 165216.0813,-44167.4957 165208.043400001,-44197.5963 165198.2433,-44207.2438 165184.971799999,-44209.0237 165182.5228,-44228.5986 165164.7543,-44271.5375 165136.9168,-44271.3794 165127.292199999,-44300.7426 165176.3356,-44336.3676 165235.8934,-44281.5142 165264.3981,-44257.1114 165276.5219,-44225.6799 165292.138699999,-44160.7421 165325.836300001,-44150.7676 165330.2053,-44143.5489 165331.080399999,-44137.6431 165329.329600001)))","1161","170537","13121801705","13","1312","131218","131218017","017","05","01705","13121801705","1","11",11A,10,0,10,9,0,10,0,10,0,0,0,5,119,119,116,3,9,0,2,113,116,49,67,108,53,346,161,185,62,40,176,68,671.726732123685,23376.77032663
"MULTIPOLYGON (((-39727.3649 165322.1215,-39747.0431 165232.914799999,-39773.9619 165237.814099999,-39763.5834 165333.250499999,-39727.3649 165322.1215)))","1162","170538","13121701802","13","1312","131217","131217018","018","02","01802","13121701802","1","11",11A,24,23,1,24,23,1,10,1,11,2,0,5,34,34,31,3,3,1,12,18,31,23,8,18,8,64,26,38,11,4,36,13,252.601175972339,3034.90615054661
