WKT,OBJECTID_1,OBJECTID,DTMN11,FR11,SEC11,SS11,BGRI11,LUG11,LUG11DESIG,OBJECTID_12,ANO,GEO_COD,GEO_COD_DSG,NIVEL,NIVEL_DSG,N_EDIFICIOS_CLASSICOS,N_EDIFICIOS_CLASSICOS_1OU2,N_EDIFICIOS_CLASSICOS_ISOLADOS,N_EDIFICIOS_CLASSICOS_GEMIN,N_EDIFICIOS_CLASSICOS_EMBANDA,N_EDIFICIOS_CLASSICOS_3OUMAIS,N_EDIFICIOS_CLASSICOS_OUTROS,N_EDIFICIOS_EXCLUSIV_RESID,N_EDIFICIOS_PRINCIPAL_RESID,N_EDIFICIOS_PRINCIP_NAO_RESID,N_EDIFICIOS_1OU2_PISOS,N_EDIFICIOS_3OU4_PISOS,F_N_EDIFICIOS_5OU_MAIS_PISOS,N_EDIFICIOS_CONSTR_ANTES_1919,N_EDIFICIOS_CONSTR_1919A1945,N_EDIFICIOS_CONSTR_1946A1960,N_EDIFICIOS_CONSTR_1961A1970,N_EDIFICIOS_CONSTR_1971A1980,N_EDIFICIOS_CONSTR_1981A1990,N_EDIFICIOS_CONSTR_1991A1995,N_EDIFICIOS_CONSTR_1996A2000,N_EDIFICIOS_CONSTR_2001A2005,N_EDIFICIOS_CONSTR_2006A2011,N_EDIFICIOS_ESTRUT_BETAO,N_EDIFICIOS_ESTRUT_COM_PLACA,N_EDIFICIOS_ESTRUT_SEM_PLACA,N_EDIFICIOS_ESTRUT_ADOBE_PEDRA,N_EDIFICIOS_ESTRUT_OUTRA,N_ALOJAMENTOS,N_ALOJAMENTOS_FAMILIARES,N_ALOJAMENTOS_FAM_CLASSICOS,N_ALOJAMENTOS_FAM_N_CLASSICOS,N_ALOJAMENTOS_COLECTIVOS,N_CLASSICOS_RES_HABITUAL,N_ALOJAMENTOS_RES_HABITUAL,N_ALOJAMENTOS_VAGOS,N_RES_HABITUAL_COM_AGUA,N_RES_HABITUAL_COM_RETRETE,N_RES_HABITUAL_COM_ESGOTOS,N_RES_HABITUAL_COM_BANHO,N_RES_HABITUAL_AREA_50,N_RES_HABITUAL_AREA_50_100,N_RES_HABITUAL_AREA_100_200,N_RES_HABITUAL_AREA_200,N_RES_HABITUAL_1_2_DIV,N_RES_HABITUAL_3_4_DIV,N_RES_HABITUAL_ESTAC_1,N_RES_HABITUAL_ESTAC_2,N_RES_HABITUAL_ESTAC_3,N_RES_HABITUAL_PROP_OCUP,N_RES_HABITUAL_ARREND,N_FAMILIAS_CLASSICAS,N_FAMILIAS_INSTITUCIONAIS,N_FAMILIAS_CLASSICAS_1OU2_PESS,N_FAMILIAS_CLASSICAS_3OU4_PESS,N_FAMILIAS_CLASSICAS_NPES65,N_FAMILIAS_CLASSICAS_NPES14,N_FAMILIAS_CLASSIC_SEM_DESEMP,N_FAMILIAS_CLASSIC_1DESEMPREG,N_FAMILIAS_CLASS_2MAIS_DESEMP,N_NUCLEOS_FAMILIARES,N_NUCLEOS_1FILH_NAO_CASADO,N_NUCLEOS_2FILH_NAO_CASADO,N_NUCLEOS_FILH_INF_6ANOS,N_NUCLEOS_FILH_INF_15ANOS,N_NUCLEOS_FILH_MAIS_15ANOS,N_INDIVIDUOS_PRESENT,N_INDIVIDUOS_PRESENT_H,N_INDIVIDUOS_PRESENT_M,N_INDIVIDUOS_RESIDENT,N_INDIVIDUOS_RESIDENT_H,N_INDIVIDUOS_RESIDENT_M,N_INDIVIDUOS_RESIDENT_0A4,N_INDIVIDUOS_RESIDENT_5A9,N_INDIVIDUOS_RESIDENT_10A13,N_INDIVIDUOS_RESIDENT_14A19,N_INDIVIDUOS_RESIDENT_15A19,N_INDIVIDUOS_RESIDENT_20A24,N_INDIVIDUOS_RESIDENT_20A64,N_INDIVIDUOS_RESIDENT_25A64,N_INDIVIDUOS_RESIDENT_65,N_INDIVIDUOS_RESIDENT_H_0A4,N_INDIVIDUOS_RESIDENT_H_5A9,N_INDIVIDUOS_RESIDENT_H_10A13,N_INDIVIDUOS_RESIDENT_H_14A19,N_INDIVIDUOS_RESIDENT_H_15A19,N_INDIVIDUOS_RESIDENT_H_20A24,N_INDIVIDUOS_RESIDENT_H_20A64,N_INDIVIDUOS_RESIDENT_H_25A64,N_INDIVIDUOS_RESIDENT_H_65,N_INDIVIDUOS_RESIDENT_M_0A4,N_INDIVIDUOS_RESIDENT_M_5A9,N_INDIVIDUOS_RESIDENT_M_10A13,N_INDIVIDUOS_RESIDENT_M_14A19,N_INDIVIDUOS_RESIDENT_M_15A19,N_INDIVIDUOS_RESIDENT_M_20A24,N_INDIVIDUOS_RESIDENT_M_20A64,N_INDIVIDUOS_RESIDENT_M_25A64,N_INDIVIDUOS_RESIDENT_M_65,N_INDIV_RESIDENT_N_LER_ESCRV,N_IND_RESIDENT_FENSINO_1BAS,N_IND_RESIDENT_FENSINO_2BAS,N_IND_RESIDENT_FENSINO_3BAS,N_IND_RESIDENT_FENSINO_SEC,N_IND_RESIDENT_FENSINO_POSSEC,N_IND_RESIDENT_FENSINO_SUP,N_IND_RESIDENT_ENSINCOMP_1BAS,N_IND_RESIDENT_ENSINCOMP_2BAS,N_IND_RESIDENT_ENSINCOMP_3BAS,N_IND_RESIDENT_ENSINCOMP_SEC,N_IND_RESIDENT_ENSINCOMP_POSEC,N_IND_RESIDENT_ENSINCOMP_SUP,N_IND_RESID_DESEMP_PROC_1EMPRG,N_IND_RESID_DESEMP_PROC_EMPRG,N_IND_RESID_EMPREGADOS,N_IND_RESID_PENS_REFORM,N_IND_RESID_SEM_ACT_ECON,N_IND_RESID_EMPREG_SECT_PRIM,N_IND_RESID_EMPREG_SECT_SEQ,N_IND_RESID_EMPREG_SECT_TERC,N_IND_RESID_ESTUD_MUN_RESID,N_IND_RESID_TRAB_MUN_RESID
"MULTIPOLYGON (((-39568.6538 165614.354,-39568.6889 165614.3665,-39701.7236 165661.9164,-39746.9827 165571.848200001,-39789.4029 165489.105799999,-39833.863 165398.798699999,-39836.2335 165362.702099999,-39837.5602 165341.8409,-39835.0279 165301.7006,-39834.1617 165274.5087,-39832.8524 165246.546800001,-39788.5213 165240.163799999,-39773.9619 165237.814099999,-39763.5834 165333.250499999,-39758.154 165369.869100001,-39745.7025 165368.2984,-39735.2322 165386.3838,-39716.8303 165414.622,-39709.8508 165428.264599999,-39704.1392 165443.812100001,-39701.9184 165452.060799999,-39679.3923 165452.0612,-39574.373 165455.2358,-39574.184 165455.241800001,-39574.1486 165455.242900001,-39568.6539 165614.3511,-39568.6538 165614.354)))","740","12920","1312","12","006","01","13121200601","007437",Porto,"200955","2011","13121200601",,"8",Subsecção,"82","52","4","48","0","28","2","57","23","2","56","23","3","59","5","8","6","4","0","0","0","0","0","14","5","46","15","2","193","192","192","0","1","128","128","47","128","127","128","124","33","49","37","9","11","56","14","4","0","29","88","137","0","99","35","60","20","111","21","5","73","32","15","8","19","35","290","130","160","278","122","156","9","10","8","14","12","22","161","139","76","3","9","2","8","7","12","72","60","28","6","1","6","6","5","10","89","79","48","4","11","6","7","9","1","18","69","27","52","37","1","57","6","26","90","81","127","0","11","79","55","69"
"MULTIPOLYGON (((-38508.0637 165629.2117,-38515.2575 165636.0494,-38595.6965 165667.225400001,-38626.2649 165599.922700001,-38626.7021 165598.932700001,-38618.1796 165590.9396,-38607.988 165584.502900001,-38576.3422 165571.093599999,-38573.3023 165570.9147,-38567.2756 165573.4586,-38563.9548 165577.6654,-38520.2381 165625.5298,-38508.0637 165629.2117)))","741","12921","1312","03","036","01","13120303601","007437",Porto,"199670","2011","13120303601",,"8",Subsecção,"18","11","0","0","11","7","0","9","9","0","8","4","6","2","4","1","1","3","5","1","0","0","1","7","5","6","0","0","86","86","86","0","0","59","59","12","59","59","59","58","6","27","24","2","3","21","32","2","0","38","16","60","0","41","19","25","7","57","3","0","35","13","7","2","7","16","117","50","67","121","54","67","2","3","3","5","4","7","76","69","32","1","2","3","2","1","3","33","30","13","1","1","0","3","3","4","43","39","19","1","2","3","1","3","0","9","26","9","20","21","0","39","0","3","54","32","55","0","3","51","17","42"
"MULTIPOLYGON (((-39077.6612 165615.509299999,-39225.8415 165669.703400001,-39249.2169 165519.2062,-39208.4335 165508.2488,-39200.3268 165506.175,-39196.468 165505.079,-39098.0129 165477.113600001,-39090.1578 165527.9937,-39080.2659 165595.565,-39077.6612 165615.509299999)))","742","12922","1312","02","012","02","13120201202","007437",Porto,"199356","2011","13120201202",,"8",Subsecção,"49","25","16","8","1","23","1","48","1","0","25","18","6","1","0","4","5","3","14","11","6","5","0","46","1","1","1","0","200","199","199","0","1","148","148","44","148","148","148","146","19","84","43","2","6","80","38","9","4","75","63","156","0","111","40","49","28","130","24","2","98","34","15","16","28","31","314","139","175","330","145","185","14","16","7","15","10","24","209","185","69","7","9","5","7","7","7","87","80","30","7","7","2","8","3","17","122","105","39","1","12","5","8","12","1","25","60","31","58","64","2","76","5","23","139","83","121","0","18","121","64","106"
"MULTIPOLYGON (((-37495.5255 165577.346,-37496.9855 165584.572699999,-37506.6922 165596.5792,-37556.3647 165662.5973,-37562.8445 165672.2159,-37583.6876 165671.9178,-37609.7065 165671.545700001,-37615.5202 165671.4626,-37616.7142 165671.445599999,-37625.4538 165669.706599999,-37657.1553 165658.970899999,-37667.4548 165652.7401,-37685.3325 165596.5952,-37712.8014 165603.9618,-37716.7063 165605.3127,-37718.3092 165605.866699999,-37725.7667 165582.9266,-37732.6652 165559.6335,-37741.1405 165530.980599999,-37748.415 165505.1905,-37751.3647 165493.78,-37753.1456 165486.8892,-37759.255 165458.7903,-37764.1826 165433.9453,-37767.9262 165412.907099999,-37769.2541 165400.8616,-37770.1219 165392.983899999,-37772.2207 165372.117699999,-37773.0591 165314.243,-37772.416 165303.702400001,-37758.1416 165304.905400001,-37751.4599 165305.467399999,-37726.909 165307.536499999,-37723.8851 165307.7915,-37696.0523 165309.739600001,-37622.3755 165314.897700001,-37590.8339 165317.2928,-37543.081 165320.9189,-37539.5072 165321.1899,-37489.6783 165323.527100001,-37495.5255 165577.346)))","743","12923","1312","03","030","05","13120303005","007437",Porto,"199642","2011","13120303005",,"8",Subsecção,"35","22","2","0","20","13","0","24","11","0","19","12","4","4","12","8","3","5","0","0","0","3","0","14","7","14","0","0","116","116","116","0","0","95","95","17","95","95","95","94","11","41","42","1","1","56","35","4","1","59","28","95","0","48","43","32","27","78","17","0","76","35","21","17","28","34","235","102","133","246","107","139","16","14","10","19","16","11","146","135","41","5","9","3","8","6","5","66","61","16","11","5","7","11","10","6","80","74","25","1","10","8","9","14","3","4","58","30","56","43","1","27","3","14","107","46","79","0","16","91","53","74"
"MULTIPOLYGON (((-37446.8354 165665.716700001,-37458.2388 165660.515900001,-37513.7505 165662.5285,-37562.8445 165672.2159,-37556.3647 165662.5973,-37506.6922 165596.5792,-37496.9855 165584.572699999,-37495.5255 165577.346,-37444.7376 165577.3873,-37446.8354 165665.716700001)))","744","12924","1312","03","030","04","13120303004","007437",Porto,"199641","2011","13120303004",,"8",Subsecção,"31","20","0","0","20","11","0","23","8","0","19","11","1","5","7","10","9","0","0","0","0","0","0","19","2","9","1","0","68","68","68","0","0","53","53","8","53","53","53","51","9","33","10","1","2","30","1","0","0","9","44","53","0","29","21","18","15","37","13","3","33","15","8","4","14","18","120","56","64","127","61","66","4","8","8","12","10","5","72","67","23","2","4","3","10","9","0","32","32","10","2","4","5","2","1","5","40","35","13","1","8","7","7","4","0","4","36","21","25","20","2","5","3","18","40","26","44","0","5","35","28","28"
"MULTIPOLYGON (((-37392.3981 165598.7097,-37383.8211 165674.1427,-37446.8354 165665.716700001,-37444.7376 165577.3873,-37395.5777 165578.5535,-37392.3981 165598.7097)))","745","12925","1312","03","030","03","13120303003","007437",Porto,"199640","2011","13120303003",,"8",Subsecção,"27","22","1","1","20","5","0","21","6","0","21","5","1","3","14","4","1","2","0","1","0","1","1","7","5","15","0","0","50","50","50","0","0","41","41","9","41","41","41","40","5","28","8","0","1","26","5","2","1","19","19","41","0","25","16","15","10","33","6","2","28","12","5","5","10","9","85","38","47","90","41","49","5","2","2","4","2","6","58","52","19","3","1","0","1","1","4","28","24","8","2","1","2","3","1","2","30","28","11","0","2","0","3","3","0","3","21","9","18","22","0","12","0","10","33","25","36","0","4","29","8","15"
"MULTIPOLYGON (((-42730.0497 165781.807,-42782.5095 165793.8057,-42806.8296 165799.215299999,-42831.0392 165804.8345,-42856.2289 165810.6436,-42868.2691 165813.143300001,-42868.3094 165813.1525,-42891.5728 165766.717399999,-42969.4108 165600.645199999,-42835.5745 165691.1395,-42801.2712 165714.334100001,-42800.5063 165714.8401,-42730.5968 165758.4954,-42709.7103 165777.1874,-42730.0497 165781.807)))","746","12994","1312","06","010","01","13120601001","007437",Porto,"200091","2011","13120601001",,"8",Subsecção,"34","16","0","0","16","17","1","29","5","0","9","16","9","0","7","5","4","11","6","0","0","0","1","27","3","4","0","0","145","144","144","0","1","108","108","12","108","108","108","106","3","36","52","17","0","38","41","18","3","70","32","109","1","63","36","29","23","84","23","2","78","28","21","10","23","39","275","124","151","280","121","159","11","15","7","23","19","16","187","171","37","5","6","4","12","10","9","79","70","15","6","9","3","11","9","7","108","101","22","1","13","5","6","15","1","24","24","26","37","50","5","107","5","22","129","40","87","0","11","118","67","95"
"MULTIPOLYGON (((-41053.1289 165810.206599999,-41069.9252 165814.0952,-41073.492 165813.4121,-41078.5418 165812.4441,-41259.2782 165746.742699999,-41257.434 165717.837,-41256.0498 165696.8148,-41251.4399 165681.9235,-41244.522 165670.5361,-41227.8056 165655.645,-41213.6313 165660.0261,-41170.1004 165678.867,-41135.711 165693.752,-41093.3935 165753.4253,-41068.048 165789.166200001,-41053.1289 165810.206599999)))","747","12995","1312","04","029","02","13120402902","007437",Porto,"199847","2011","13120402902",,"8",Subsecção,"25","19","1","0","18","4","2","25","0","0","22","1","2","0","14","11","0","0","0","0","0","0","0","0","25","0","0","0","47","45","45","0","2","36","36","8","36","36","36","36","0","11","17","8","0","3","10","4","2","16","19","37","1","19","16","26","5","30","5","2","27","13","5","0","5","15","111","33","78","96","33","63","0","3","3","7","7","5","46","41","37","0","0","1","2","2","3","18","15","12","0","3","2","5","5","2","28","26","25","0","3","2","3","5","0","3","14","12","24","18","0","25","3","6","31","35","50","0","4","27","15","26"
"MULTIPOLYGON (((-40963.0228 165812.978,-40963.2358 165815.0319,-41010.0607 165810.553300001,-41024.8221 165808.3402,-41053.1289 165810.206599999,-41014.1654 165797.9088,-40984.0067 165788.390699999,-40957.9466 165764.0011,-40961.4117 165797.4307,-40963.0228 165812.978)))","748","12996","1312","04","029","01","13120402901","007437",Porto,"199846","2011","13120402901",,"8",Subsecção,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MULTIPOLYGON (((-38369.1654 165805.997400001,-38395.1754 165816.515900001,-38421.7366 165750.2443,-38395.0136 165739.7399,-38369.7653 165800.7596,-38369.1654 165805.997400001)))","749","12997","1312","03","027","03","13120302703","007437",Porto,"199624","2011","13120302703",,"8",Subsecção,"13","13","0","12","1","0","0","13","0","0","13","0","0","3","8","1","0","1","0","0","0","0","0","1","5","6","1","0","13","13","13","0","0","10","10","3","10","10","10","10","2","7","1","0","0","8","0","1","0","6","3","11","0","10","1","6","1","11","0","0","5","2","1","1","1","2","15","3","12","17","4","13","1","1","0","0","0","0","9","9","6","0","0","0","0","0","0","3","3","1","1","1","0","0","0","0","6","6","5","0","1","0","1","0","0","0","8","1","2","1","0","2","0","0","5","10","10","0","1","4","1","4"
"MULTIPOLYGON (((-39592.1019 165803.900599999,-39623.4227 165817.956499999,-39701.7236 165661.9164,-39568.6889 165614.3665,-39568.6538 165614.354,-39565.2856 165693.430400001,-39561.8777 165774.1796,-39559.2378 165790.308900001,-39559.2364 165790.3136,-39592.1019 165803.900599999)))","750","12998","1312","12","003","02","13121200302","007437",Porto,"200949","2011","13121200302",,"8",Subsecção,"34","18","3","7","8","16","0","30","2","2","9","22","3","7","10","6","7","2","2","0","0","0","0","0","14","20","0","0","120","118","118","0","2","87","87","26","87","87","87","86","10","41","35","1","1","45","21","5","1","41","38","101","0","78","21","41","10","86","12","3","49","21","4","7","9","18","189","81","108","184","83","101","6","4","3","8","8","10","114","104","49","4","2","2","6","6","4","55","51","14","2","2","1","2","2","6","59","53","35","4","2","2","2","6","0","16","31","18","34","34","2","44","1","17","54","60","99","0","6","48","27","38"
"MULTIPOLYGON (((-43581.8625 165771.0525,-43609.7848 165824.5308,-43632.4757 165813.433800001,-43651.3228 165803.8519,-43622.5066 165749.3158,-43581.8625 165771.0525)))","751","12999","1312","06","004","04","13120600404","007437",Porto,"200057","2011","13120600404",,"8",Subsecção,"14","14","0","12","2","0","0","14","0","0","14","0","0","0","0","14","0","0","0","0","0","0","0","14","0","0","0","0","14","14","14","0","0","12","12","1","12","12","12","12","0","2","8","2","0","0","6","0","0","8","3","12","0","6","5","6","3","10","2","0","9","1","4","2","3","3","31","11","20","32","12","20","2","1","2","1","0","4","18","14","8","0","1","2","0","0","2","7","5","2","2","0","0","1","0","2","11","9","6","0","1","2","1","0","0","4","5","1","2","6","0","15","1","1","10","9","14","0","3","7","8","7"
"MULTIPOLYGON (((-41777.5741 165710.717499999,-41824.3794 165744.5693,-41918.9629 165816.8597,-41930.1385 165824.687200001,-41945.6871 165752.560900001,-41980.3252 165612.9333,-41980.2953 165612.9265,-41890.2759 165593.148600001,-41853.8369 165584.657299999,-41853.8345 165584.668500001,-41851.1007 165597.343,-41845.0563 165623.785,-41839.3717 165641.6273,-41829.0603 165661.548699999,-41823.7276 165669.7294,-41820.9038 165673.1143,-41794.4762 165697.8967,-41777.5741 165710.717499999)))","752","13000","1312","04","028","02","13120402802","007437",Porto,"199843","2011","13120402802",,"8",Subsecção,"66","58","1","0","57","7","1","59","7","0","56","6","4","54","6","0","2","0","1","0","0","0","3","6","2","58","0","0","136","135","135","0","1","85","85","45","85","84","85","81","27","18","38","2","7","39","14","4","5","42","40","85","1","60","22","37","13","73","9","3","49","18","7","5","12","19","197","84","113","192","82","110","6","5","13","10","7","10","107","97","51","2","2","10","7","6","6","49","43","12","4","3","3","3","1","4","58","54","39","7","10","8","6","4","0","8","36","21","30","21","2","55","4","11","71","58","79","0","9","62","37","53"
"MULTIPOLYGON (((-36833.2366 165674.3106,-36863.8596 165699.271400001,-36929.2702 165747.155200001,-36941.7588 165759.125600001,-36969.0718 165785.3094,-36980.3385 165800.367799999,-36995.0941 165820.0889,-37000.4469 165830.715500001,-37028.3336 165814.283,-37061.638 165794.636600001,-37082.58 165783.433900001,-37091.7326 165779.506,-37099.3332 165776.8861,-37107.0899 165774.7042,-37117.7934 165771.067199999,-37125.525 165769.2073,-37140.0564 165767.655300001,-37161.3935 165766.9652,-37175.7429 165767.302100001,-37150.3633 165693.4592,-37149.1943 165690.1763,-37125.9327 165624.839,-37089.2394 165636.489700001,-37070.9687 165589.2247,-37070.5507 165588.1438,-37043.471 165599.8544,-37023.7937 165583.358200001,-37001.0394 165557.758300001,-36983.2229 165524.9767,-36947.5413 165509.8945,-36936.1877 165499.166,-36918.5524 165500.303099999,-36868.4927 165510.5429,-36846.1498 165527.518300001,-36842.7531 165549.817500001,-36835.3947 165581.6732,-36824.2615 165610.8761,-36821.4307 165620.9638,-36820.4088 165633.283299999,-36818.3869 165633.1403,-36815.272 165633.3313,-36812.1282 165633.9593,-36810.5873 165634.497300001,-36809.0463 165635.0353,-36806.1225 165636.544199999,-36803.4436 165638.4472,-36801.0847 165640.6801,-36799.0978 165643.163,-36797.5099 165645.808900001,-36796.324 165648.5328,-36795.523 165651.2567,-36795.0751 165653.9156,-36794.9361 165656.4585,-36795.0751 165659.001399999,-36795.5231 165661.6603,-36796.3241 165664.384199999,-36796.8381 165665.565099999,-36797.5101 165667.108,-36799.0991 165669.753900001,-36801.086 165672.2368,-36803.4449 165674.469699999,-36806.1238 165676.3726,-36809.0477 165677.8816,-36812.1296 165678.9575,-36815.2735 165679.5855,-36818.3883 165679.7764,-36821.3922 165679.5644,-36824.2201 165679.000399999,-36825.524 165678.5714,-36826.828 165678.1435,-36829.1858 165677.055500001,-36831.3397 165675.759500001,-36833.2366 165674.3106)))","753","13001","1312","03","025","02","13120302502","007437",Porto,"199620","2011","13120302502",,"8",Subsecção,"9","0","0","0","0","9","0","8","1","0","1","8","0","0","1","0","1","4","1","2","0","0","0","8","1","0","0","0","61","61","61","0","0","51","51","9","51","51","51","51","0","34","17","0","0","29","24","2","0","40","6","51","0","27","23","17","8","41","9","1","39","16","8","3","8","18","117","59","58","126","64","62","6","4","3","9","8","8","82","74","22","4","3","1","6","5","4","44","40","6","2","1","2","3","3","4","38","34","16","3","6","1","4","6","0","4","26","16","31","20","0","15","1","12","51","32","48","0","8","43","20","36"
"MULTIPOLYGON (((-40052.0928 165809.0776,-40158.5514 165832.979800001,-40179.8151 165707.5975,-40192.004 165650.397600001,-40085.6572 165625.5941,-40085.1878 165627.089500001,-40029.5526 165803.5496,-40052.0928 165809.0776)))","754","13002","1312","04","026","02","13120402602","007437",Porto,"199838","2011","13120402602",,"8",Subsecção,"79","55","6","2","47","21","3","73","6","0","57","21","1","0","1","29","19","27","3","0","0","0","0","60","19","0","0","0","211","208","208","0","3","140","140","58","140","140","140","138","34","80","23","3","23","71","6","2","0","54","78","140","3","96","39","58","18","124","15","1","78","36","12","10","18","35","365","145","220","346","140","206","21","14","16","20","18","30","188","158","87","7","7","9","7","5","13","78","65","32","14","7","7","13","13","17","110","93","55","13","17","8","14","18","1","16","77","51","68","38","2","47","4","14","104","99","171","0","19","85","72","78"
"MULTIPOLYGON (((-39778.4984 165769.6938,-39779.5674 165772.775699999,-39782.1784 165785.3521,-39787.4013 165800.5484,-39791.4232 165805.576199999,-39795.949 165809.5989,-39812.0395 165823.678099999,-39826.8989 165833.159499999,-39847.7093 165767.9847,-39778.8802 165753.558499999,-39778.3493 165764.345,-39778.4984 165769.6938)))","755","13003","1312","12","004","01","13121200401","007437",Porto,"200950","2011","13121200401",,"8",Subsecção,"17","15","2","0","13","2","0","17","0","0","13","3","1","2","2","6","4","3","0","0","0","0","0","2","6","9","0","0","28","28","28","0","0","18","18","7","18","18","18","18","5","10","2","1","0","7","0","1","0","8","10","18","0","12","4","9","5","13","4","1","11","2","3","4","5","3","45","23","22","41","20","21","3","1","4","2","2","1","19","18","12","2","0","3","1","1","1","10","9","4","1","1","1","1","1","0","9","9","8","0","1","3","1","1","0","0","12","8","6","4","0","6","1","5","11","12","16","0","1","10","9","8"
"MULTIPOLYGON (((-43560.7486 165781.9464,-43588.2009 165835.0847,-43609.7848 165824.5308,-43581.8625 165771.0525,-43560.7486 165781.9464)))","756","13004","1312","06","004","03","13120600403","007437",Porto,"200056","2011","13120600403",,"8",Subsecção,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MULTIPOLYGON (((-45775.0173 165758.805199999,-45776.3203 165764.3599,-45779.4052 165767.9197,-45783.677 165769.818499999,-45790.7977 165770.293400001,-45797.2054 165770.293299999,-45803.8511 165768.394300001,-45813.5816 165764.359300001,-45828.2969 165756.7644,-45843.0112 165749.8815,-45847.521 165749.169399999,-45850.6059 165749.406300001,-45853.6918 165750.5932,-45856.0647 165752.4921,-45859.1506 165756.051899999,-45862.7105 165763.409499999,-45867.9314 165783.5825,-45878.1373 165819.4197,-45881.9352 165833.185,-45884.8251 165836.5458,-45889.5319 165836.117799999,-45916.4896 165825.4198,-45949.866 165807.875,-46003.6474 165778.501499999,-46034.3619 165762.0177,-46010.0106 165716.6062,-45965.9099 165646.235099999,-45910.4416 165559.742,-45908.5627 165560.662,-45829.3155 165599.467499999,-45760.8438 165633.8881,-45766.3439 165673.166200001,-45775.0173 165758.805199999)))","757","13005","1312","09","005","05","13120900505","007437",Porto,"200346","2011","13120900505",,"8",Subsecção,"22","17","11","6","0","5","0","22","0","0","5","15","2","8","0","1","0","1","1","2","4","2","3","11","3","7","1","0","45","45","45","0","0","36","36","7","36","36","36","36","0","0","18","18","0","4","7","11","17","30","4","36","0","13","18","8","14","35","1","0","31","10","8","9","14","11","103","46","57","109","52","57","13","6","4","6","5","8","69","61","11","6","2","2","4","3","4","32","28","6","7","4","2","2","2","4","37","33","5","0","6","1","2","2","0","13","4","4","2","20","0","58","0","1","57","9","27","0","11","46","22","37"
"MULTIPOLYGON (((-44329.8005 165743.226199999,-44377.3593 165837.680199999,-44558.4525 165743.941299999,-44509.0338 165651.2412,-44430.8046 165691.5568,-44329.8005 165743.226199999)))","758","13006","1312","06","001","05","13120600105","007437",Porto,"200041","2011","13120600105",,"8",Subsecção,"17","17","13","4","0","0","0","17","0","0","8","9","0","0","0","3","7","5","1","0","0","1","0","17","0","0","0","0","18","18","18","0","0","17","17","0","17","17","17","17","0","0","6","11","0","0","5","9","3","13","2","17","0","10","6","11","1","15","2","0","10","2","2","1","1","5","39","17","22","41","19","22","0","1","1","2","2","2","20","18","17","0","0","1","1","1","1","10","9","7","0","1","0","1","1","1","10","9","10","0","1","0","0","2","0","4","4","2","4","8","0","21","0","2","15","14","22","0","1","14","6","13"
"MULTIPOLYGON (((-40797.4581 165814.503799999,-40815.3664 165819.6962,-40852.0929 165828.926200001,-40882.1426 165831.8106,-40894.284 165831.8104,-40906.1215 165832.6752,-40929.4925 165836.136600001,-40960.3122 165837.941,-40963.2358 165815.0319,-40963.0228 165812.978,-40961.4117 165797.4307,-40957.9466 165764.0011,-40952.1917 165756.8445,-40890.4226 165676.605799999,-40884.7538 165668.282299999,-40878.256 165658.739800001,-40851.1364 165579.410499999,-40843.7332 165534.1864,-40782.2256 165503.629699999,-40663.9623 165461.0954,-40653.5019 165471.6852,-40653.0269 165472.166200001,-40636.9778 165488.481799999,-40627.8753 165497.2995,-40623.9735 165502.5034,-40619.6388 165510.598099999,-40614.7261 165521.583799999,-40610.1024 165533.5814,-40608.3976 165539.6821,-40606.3909 165559.1434,-40601.1035 165593.3211,-40611.6804 165631.1644,-40616.4983 165641.9318,-40637.6375 165658.3038,-40681.232 165692.0647,-40686.1938 165699.563300001,-40692.0587 165709.846799999,-40698.1488 165751.198,-40713.6213 165764.5722,-40725.2289 165772.196699999,-40748.6149 165779.821,-40755.2726 165782.4168,-40792.4873 165809.51,-40797.4581 165814.503799999)))","759","13007","1312","04","027","02","13120402702","007437",Porto,"199840","2011","13120402702",,"8",Subsecção,"51","37","3","8","26","13","1","45","5","1","40","11","0","0","31","16","2","0","0","0","0","0","2","2","13","35","1","0","111","109","109","0","2","72","72","34","70","70","70","69","22","30","18","2","8","38","25","2","1","20","46","81","0","62","18","35","6","74","6","1","46","9","11","2","5","19","164","71","93","156","67","89","3","1","4","8","8","8","95","87","45","3","1","0","4","4","4","43","39","16","0","0","4","4","4","4","52","48","29","5","3","2","5","7","0","5","37","17","28","27","4","30","3","5","48","57","92","0","6","42","22","38"
