fid,OBJECTID,BGRI2021,DT21,DTMN21,DTMNFR21,DTMNFRSEC21,SECNUM21,SSNUM21,SECSSNUM21,SUBSECCAO,NUTS1,NUTS2,NUTS3,N_EDIFICIOS_CLASSICOS,N_EDIFICIOS_CLASS_CONST_1_OU_2_ALOJ,N_EDIFICIOS_CLASS_CONST_3_OU_MAIS_ALOJAMENTOS,N_EDIFICIOS_EXCLUSIV_RESID,N_EDIFICIOS_1_OU_2_PISOS,N_EDIFICIOS_3_OU_MAIS_PISOS,N_EDIFICIOS_CONSTR_ANTES_1945,N_EDIFICIOS_CONSTR_1946_1980,N_EDIFICIOS_CONSTR_1981_2000,N_EDIFICIOS_CONSTR_2001_2010,N_EDIFICIOS_CONSTR_2011_2021,N_EDIFICIOS_COM_NECESSIDADES_REPARACAO,N_ALOJAMENTOS_TOTAL,N_ALOJAMENTOS_FAMILIARES,N_ALOJAMENTOS_FAM_CLASS_RHABITUAL,N_ALOJAMENTOS_FAM_CLASS_VAGOS_OU_RESID_SECUNDARIA,N_RHABITUAL_ACESSIVEL_CADEIRAS_RODAS,N_RHABITUAL_COM_ESTACIONAMENTO,N_RHABITUAL_PROP_OCUP,N_RHABITUAL_ARRENDADOS,N_AGREGADOS_DOMESTICOS_PRIVADOS,N_ADP_1_OU_2_PESSOAS,N_ADP_3_OU_MAIS_PESSOAS,N_NUCLEOS_FAMILIARES,N_NUCLEOS_FAMILIARES_COM_FILHOS_TENDO_O_MAIS_NOVO_MENOS_DE_25,N_INDIVIDUOS,N_INDIVIDUOS_H,N_INDIVIDUOS_M,N_INDIVIDUOS_0_14,N_INDIVIDUOS_15_24,N_INDIVIDUOS_25_64,N_INDIVIDUOS_65_OU_MAIS,SHAPE_Length,SHAPE_Area,lon,lat
771,167280,13121101901,13,1312,131211,131211019,19,1,1901,13121101901,1,11,11A,5,5,0,5,5,0,5,0,0,0,0,5,7,7,7,0,0,0,0,6,7,5,2,5,3,16,4,12,5,1,6,4,428.081443420389,5147.99096897381,-8.64325606534489,41.178151190830555
772,167281,13121103310,13,1312,131211,131211033,33,10,3310,13121103310,1,11,11A,7,7,0,7,7,0,6,0,0,1,0,3,7,7,6,1,3,3,6,0,6,3,3,7,2,22,10,12,0,4,8,10,2234.06316849984,125001.607821632,-8.645530323679187,41.17549743680648
773,167282,13121003603,13,1312,131210,131210036,36,3,3603,13121003603,1,11,11A,7,2,4,6,2,5,0,2,4,1,0,5,148,147,136,11,134,13,3,133,136,79,57,93,47,400,159,241,50,36,181,133,1411.6335111394,102520.969780009,-8.58144070206862,41.176999444230646
774,167283,13120301914,13,1312,131203,131203019,19,14,1914,13120301914,1,11,11A,44,44,0,44,44,0,9,3,26,6,0,43,48,48,35,13,7,8,17,12,35,23,12,23,9,80,39,41,6,10,46,18,1699.09143494458,109625.505191008,-8.568960501238857,41.176238248623726
775,167284,13121003506,13,1312,131210,131210035,35,6,3506,13121003506,1,11,11A,51,51,0,51,48,3,31,14,4,0,2,43,54,54,31,23,10,11,18,12,31,20,11,18,4,64,31,33,5,2,38,19,609.15257872805,17447.2590493274,-8.574757376400196,41.17989410928535
776,167285,13121001105,13,1312,131210,131210011,11,5,1105,13121001105,1,11,11A,13,13,0,13,13,0,0,13,0,0,0,4,15,15,11,4,3,6,4,4,11,9,2,6,1,20,8,12,0,1,9,10,244.928604207324,3533.69166604881,-8.610290373341352,41.180198441059
777,167286,13121103311,13,1312,131211,131211033,33,11,3311,13121103311,1,11,11A,3,3,0,3,3,0,0,3,0,0,0,1,3,3,3,0,0,2,2,1,3,1,2,2,1,8,3,5,2,0,3,3,1971.67209418111,93110.1712285747,-8.651369001937264,41.17875793537873
778,167287,13121101904,13,1312,131211,131211019,19,4,1904,13121101904,1,11,11A,20,12,8,20,13,7,6,2,9,3,0,17,200,200,186,14,91,124,98,85,186,100,86,148,66,466,226,240,49,51,280,86,670.666445169343,20337.7025616571,-8.6446152268855,41.179565915322705
779,167288,13121101905,13,1312,131211,131211019,19,5,1905,13121101905,1,11,11A,5,3,2,5,0,5,0,5,0,0,0,5,9,9,6,3,2,3,3,3,6,5,1,4,2,13,7,6,0,4,8,1,227.35234442333,2111.98642592712,-8.637542883319972,41.1803230779599
780,167289,13121001106,13,1312,131210,131210011,11,6,1106,13121001106,1,11,11A,10,10,0,10,10,0,1,8,0,0,1,4,10,10,7,3,3,2,6,1,7,5,2,5,3,14,6,8,2,1,10,1,279.051025696979,2146.12948026503,-8.609960850053975,41.180207151849814
781,167290,13121001207,13,1312,131210,131210012,12,7,1207,13121001207,1,11,11A,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,2,1,4,1,3,1,0,2,1,1561.64648775093,125114.129337685,-8.591124301101813,41.17856415425433
782,167291,13121003507,13,1312,131210,131210035,35,7,3507,13121003507,1,11,11A,57,53,4,57,50,7,7,46,4,0,0,43,72,72,53,19,21,29,26,24,53,29,24,36,17,135,62,73,19,15,63,38,1450.91760810216,109598.003578901,-8.578344281715161,41.17972128680222
783,167292,13121802510,13,1312,131218,131218025,25,10,2510,13121802510,1,11,11A,47,34,13,46,30,17,36,2,0,1,8,32,141,141,116,25,75,15,21,87,116,77,39,76,27,266,120,146,18,21,150,77,1482.59314844529,67516.0832797635,-8.659832497620457,41.14818386570197
784,167293,13120200303,13,1312,131202,131202003,3,3,303,13120200303,1,11,11A,67,30,35,51,18,49,31,27,5,3,1,40,194,192,120,72,13,18,58,53,121,96,25,72,17,250,114,136,18,9,155,68,1036.88108392507,44563.5467450786,-8.59555603669119,41.14936597178596
785,167294,13121802208,13,1312,131218,131218022,22,8,2208,13121802208,1,11,11A,1,0,1,1,0,1,0,0,0,1,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,686.123577185526,23062.6344852087,-8.639658603771139,41.15003999590604
786,167295,13121802302,13,1312,131218,131218023,23,2,2302,13121802302,1,11,11A,33,14,19,30,8,25,7,21,0,4,1,22,157,157,91,66,14,11,28,51,91,75,16,40,13,161,65,96,8,14,90,49,537.359205803941,13353.3289371268,-8.623648526125315,41.14974407321866
787,167296,13121700201,13,1312,131217,131217002,2,1,201,13121700201,1,11,11A,27,14,13,22,5,22,13,7,2,1,4,11,79,79,45,34,5,0,13,27,45,32,13,27,8,107,52,55,6,13,64,24,401.718219244673,8538.56409235318,-8.613913111738512,41.1502336991907
788,167297,13121701201,13,1312,131217,131217012,12,1,1201,13121701201,1,11,11A,37,13,23,29,6,31,4,28,4,1,0,15,122,121,91,30,12,15,45,37,91,73,18,46,19,188,77,111,14,27,105,42,566.249779848215,18398.9516887928,-8.621941898575248,41.14997605383093
789,167298,13121602211,13,1312,131216,131216022,22,11,2211,13121602211,1,11,11A,46,44,2,46,40,6,37,2,1,4,2,37,53,53,40,13,4,14,14,19,40,30,10,30,9,90,42,48,11,8,45,26,451.382173278774,9746.26637743845,-8.668458725595722,41.15012616220063
790,167299,13121101907,13,1312,131211,131211019,19,7,1907,13121101907,1,11,11A,7,5,2,7,4,3,4,0,3,0,0,4,12,12,10,2,3,1,4,5,10,5,5,6,4,23,9,14,1,4,13,5,251.148534499974,2373.11375417009,-8.645370018018788,41.18066773957965
791,167300,13121001110,13,1312,131210,131210011,11,10,1110,13121001110,1,11,11A,6,6,0,6,6,0,0,6,0,0,0,2,6,6,5,1,2,3,3,2,5,4,1,1,0,7,3,4,0,0,2,5,198.709911516795,2052.87154341135,-8.609875408313298,41.181143995189785
792,167301,13121001111,13,1312,131210,131210011,11,11,1111,13121001111,1,11,11A,10,10,0,10,10,0,0,9,1,0,0,2,10,10,9,1,2,6,7,1,9,6,3,7,2,20,9,11,3,0,9,8,220.942647761685,2674.7682821471,-8.610356175846395,41.181045613728855
793,167302,13121001112,13,1312,131210,131210011,11,12,1112,13121001112,1,11,11A,4,4,0,4,3,1,0,2,1,0,1,0,4,4,4,0,2,2,4,0,4,2,2,4,1,12,6,6,2,0,7,3,142.428898080484,1218.12307981143,-8.610818318762595,41.18114336639689
794,167303,13121001114,13,1312,131210,131210011,11,14,1114,13121001114,1,11,11A,45,34,11,45,30,15,0,29,12,1,3,11,159,159,129,30,26,34,27,99,129,88,41,79,34,281,134,147,30,30,136,85,888.412114862516,30978.7133631949,-8.611724106903802,41.18033159251898
795,167304,13121001115,13,1312,131210,131210011,11,15,1115,13121001115,1,11,11A,16,7,9,15,4,12,4,6,5,1,0,1,103,103,93,10,15,35,28,64,93,52,41,70,28,227,102,125,20,25,131,51,601.172076689647,17561.0726555798,-8.61322608329233,41.18032666132863
796,167305,13121004102,13,1312,131210,131210041,41,2,4102,13121004102,1,11,11A,25,12,13,24,3,22,0,12,6,7,0,7,192,192,150,42,80,143,112,27,150,94,56,95,50,330,142,188,46,38,185,61,1506.62962674407,132665.552036685,-8.615887042052917,41.17973770128196
797,167306,13121101909,13,1312,131211,131211019,19,9,1909,13121101909,1,11,11A,36,24,12,34,25,11,12,12,9,2,1,26,160,160,139,21,42,119,106,27,139,70,69,108,64,363,165,198,57,41,220,45,1833.28762584025,216456.653959917,-8.64255082416168,41.18195991364851
798,167307,13121004108,13,1312,131210,131210041,41,8,4108,13121004108,1,11,11A,6,6,0,6,6,0,1,1,2,2,0,2,6,6,4,2,1,1,4,0,4,4,0,2,0,7,3,4,0,0,4,3,393.562751300214,7569.56705373007,-8.610122273331225,41.184024711532324
799,167308,13121002302,13,1312,131210,131210023,23,2,2302,13121002302,1,11,11A,9,0,9,8,0,9,0,9,0,0,0,0,127,127,122,5,18,0,1,116,122,67,55,100,52,316,136,180,44,42,149,81,454.367833837193,12576.9729586292,-8.62247038083256,41.1698526120309
800,167309,13121103304,13,1312,131211,131211033,33,4,3304,13121103304,1,11,11A,12,0,12,11,0,12,12,0,0,0,0,0,88,88,86,2,2,0,1,82,86,44,42,75,33,245,105,140,31,30,126,58,408.015165688789,9500.18845208786,-8.648487988520605,41.169812726233424
801,167310,13121601909,13,1312,131216,131216019,19,9,1909,13121601909,1,11,11A,11,0,11,11,0,11,0,11,0,0,0,0,128,128,124,4,14,0,1,119,124,72,52,103,43,312,140,172,43,33,168,68,586.289503916056,14445.8303165859,-8.661355833444311,41.169364204883834
802,167311,13121000904,13,1312,131210,131210009,9,4,904,13121000904,1,11,11A,9,6,3,9,6,3,5,4,0,0,0,8,20,20,12,8,1,0,1,10,12,10,2,9,2,25,10,15,3,1,10,11,257.695149850426,3665.98532655479,-8.608323872685057,41.17019673756032
803,167312,13121001001,13,1312,131210,131210010,10,1,1001,13121001001,1,11,11A,30,30,0,30,3,27,3,27,0,0,0,8,30,30,21,9,4,20,18,1,21,12,9,17,6,54,29,25,4,5,22,23,494.356540320165,11953.8400475484,-8.58724025993947,41.16989896731732
804,167313,13121600201,13,1312,131216,131216002,2,1,201,13121600201,1,11,11A,27,0,27,27,0,27,0,27,0,0,0,0,254,254,245,9,6,2,9,232,245,99,146,202,115,701,314,387,118,95,355,133,637.371722756355,20078.9848690541,-8.66029815804142,41.169462635162155
805,167314,13121103401,13,1312,131211,131211034,34,1,3401,13121103401,1,11,11A,18,16,2,18,9,9,0,17,1,0,0,7,38,38,29,9,1,2,13,14,29,17,12,22,8,69,34,35,9,8,41,11,329.41268166021,6763.42207271545,-8.649661161640037,41.170027800275626
806,167315,13121600304,13,1312,131216,131216003,3,4,304,13121600304,1,11,11A,11,0,11,10,0,11,0,0,11,0,0,0,163,163,143,20,62,65,131,5,143,106,37,100,23,299,131,168,16,21,124,138,529.428350995678,16231.3704119782,-8.6661788031782,41.169702030464656
807,167316,13121600401,13,1312,131216,131216004,4,1,401,13121600401,1,11,11A,19,3,16,19,2,17,0,16,0,2,1,15,103,103,82,21,10,20,18,56,82,63,19,41,19,156,69,87,18,12,93,33,393.416695417798,8691.55026074734,-8.658794138029256,41.16991451494365
808,167317,13121002303,13,1312,131210,131210023,23,3,2303,13121002303,1,11,11A,59,30,29,58,31,28,3,46,5,5,0,33,287,287,234,53,55,72,102,125,234,171,63,137,58,467,220,247,53,36,272,106,672.192143252333,22414.4091264548,-8.62051276583023,41.169536937379306
809,167318,13121100501,13,1312,131211,131211005,5,1,501,13121100501,1,11,11A,15,0,15,15,0,15,0,0,0,0,15,2,168,168,164,4,3,0,0,160,164,121,43,91,27,321,142,179,23,21,166,111,470.095144297378,14619.5861045631,-8.652540899729622,41.16986009316814
810,167319,13121000905,13,1312,131210,131210009,9,5,905,13121000905,1,11,11A,8,2,6,5,3,5,2,0,4,1,1,5,52,52,32,20,10,27,25,6,32,21,11,22,8,70,34,36,6,6,39,19,353.382792740771,4312.50322587723,-8.609003115808287,41.17033663740351
811,167320,13121601009,13,1312,131216,131216010,10,9,1009,13121601009,1,11,11A,31,27,3,31,27,4,3,22,2,2,2,5,77,76,58,18,33,57,43,7,58,29,29,46,25,163,72,91,27,24,83,29,1446.46510169437,46799.5840985309,-8.671085459359597,41.167591227513086
812,167321,13121103305,13,1312,131211,131211033,33,5,3305,13121103305,1,11,11A,25,2,23,25,2,23,15,9,1,0,0,1,186,186,180,6,6,1,2,172,180,93,87,159,74,511,243,268,69,64,250,128,1149.65703305211,42371.3536283591,-8.647352114517828,41.16914931996547
813,167322,13121600402,13,1312,131216,131216004,4,2,402,13121600402,1,11,11A,13,13,0,13,0,13,0,0,10,3,0,3,14,14,11,3,4,11,11,0,11,5,6,9,5,32,16,16,5,3,22,2,458.415610655956,6780.54787646161,-8.658028882884988,41.16983896148673
814,167323,13121100502,13,1312,131211,131211005,5,2,502,13121100502,1,11,11A,17,0,17,16,0,17,0,0,0,0,17,9,147,147,143,4,7,0,2,138,143,71,72,114,62,392,187,205,76,45,196,75,605.409458166195,15548.7132859456,-8.651406849985978,41.169767317111464
815,167324,13121600902,13,1312,131216,131216009,9,2,902,13121600902,1,11,11A,40,38,2,40,27,13,0,36,0,4,0,0,46,46,41,5,15,28,35,2,41,21,20,37,14,111,53,58,16,8,51,36,458.530496826534,12482.9940774652,-8.668544501756497,41.17023465431625
816,167325,13121000605,13,1312,131210,131210006,6,5,605,13121000605,1,11,11A,16,16,0,16,15,1,15,0,1,0,0,4,16,16,12,4,1,0,9,3,12,10,2,8,1,23,11,12,2,0,7,14,165.29450100464,1496.51825783517,-8.59961640289034,41.17072201170958
817,167326,13121000906,13,1312,131210,131210009,9,6,906,13121000906,1,11,11A,7,6,1,7,6,1,6,1,0,0,0,5,9,9,6,3,2,0,1,5,6,4,2,3,1,11,6,5,0,1,3,7,222.481909839295,1628.8517157397,-8.606350326484344,41.17057016010446
818,167327,13121002203,13,1312,131210,131210022,22,3,2203,13121002203,1,11,11A,26,15,11,25,2,24,7,15,2,2,0,9,70,70,58,12,9,52,39,15,58,35,23,43,15,134,56,78,11,14,62,47,558.816532803672,19153.8815730333,-8.5949632724487,41.17013929203781
819,167328,13121000504,13,1312,131210,131210005,5,4,504,13121000504,1,11,11A,31,14,17,30,12,19,11,15,5,0,0,13,92,92,64,28,4,16,22,40,64,46,18,31,15,131,61,70,10,16,85,20,1117.5203680831,36727.580266985,-8.58868680282864,41.169004974017895
820,167329,13120302117,13,1312,131203,131203021,21,17,2117,13120302117,1,11,11A,24,17,7,20,17,7,7,11,4,2,0,18,119,119,89,30,16,73,65,19,89,53,36,58,27,199,84,115,23,19,108,49,981.905919735,43457.2101138727,-8.580057572881609,41.16968644089934
821,167330,13121002204,13,1312,131210,131210022,22,4,2204,13121002204,1,11,11A,21,15,5,21,4,17,4,11,3,3,0,6,52,51,39,12,4,21,25,12,39,25,14,24,14,91,43,48,7,16,47,21,497.408894607518,14957.1456411096,-8.593855687837118,41.17067859948821
822,167331,13121600501,13,1312,131216,131216005,5,1,501,13121600501,1,11,11A,3,0,3,3,0,3,0,0,0,3,0,0,48,48,47,1,11,0,0,46,47,31,16,34,16,105,45,60,12,9,60,24,311.612170440422,5275.26284426818,-8.662543299950334,41.170848792025545
823,167332,13120301811,13,1312,131203,131203018,18,11,1811,13120301811,1,11,11A,9,9,0,9,0,9,6,1,2,0,0,3,9,9,6,3,0,6,6,0,6,3,3,5,3,17,7,10,3,3,8,3,319.704254614184,4655.92254332149,-8.586004605395367,41.17099940637081
824,167333,13121000608,13,1312,131210,131210006,6,8,608,13121000608,1,11,11A,34,27,7,31,26,8,0,31,3,0,0,9,103,103,74,29,31,44,56,13,74,48,26,47,21,165,76,89,13,21,77,54,594.925876574918,17054.0675629893,-8.597979518971327,41.17055408475651
825,167334,13121000609,13,1312,131210,131210006,6,9,609,13121000609,1,11,11A,24,20,4,24,16,8,6,17,0,1,0,10,43,43,33,10,8,9,16,10,33,23,10,20,10,67,31,36,9,4,38,16,1373.81248639462,59825.3866413931,-8.60168833544654,41.170645954606485
826,167550,13121602202,13,1312,131216,131216022,22,2,2202,13121602202,1,11,11A,8,7,1,8,7,1,7,1,0,0,0,5,13,13,10,3,1,0,6,4,10,6,4,5,3,23,8,15,4,1,11,7,338.32550847592,3958.51153149744,-8.665497750946644,41.14869496512296
827,167551,13121602314,13,1312,131216,131216023,23,14,2314,13121602314,1,11,11A,5,5,0,5,5,0,2,3,0,0,0,0,5,5,4,1,4,3,3,1,4,1,3,4,3,14,6,8,3,2,8,1,378.087665880093,7959.2175835773,-8.66926292809537,41.148858818888996
828,167552,13121703403,13,1312,131217,131217034,34,3,3403,13121703403,1,11,11A,38,16,22,32,14,24,9,8,14,5,2,10,125,125,79,46,3,5,20,55,79,68,11,34,12,139,59,80,10,14,78,37,805.611054754728,38988.9242734784,-8.621659224712992,41.14850493049225
829,167553,13121602315,13,1312,131216,131216023,23,15,2315,13121602315,1,11,11A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4885.05778626516,586235.028096019,-8.66789205726894,41.14597628150274
830,167554,13120302505,13,1312,131203,131203025,25,5,2505,13120302505,1,11,11A,15,14,1,15,15,0,8,6,0,0,1,4,18,18,13,5,2,4,8,4,13,9,4,8,3,28,12,16,2,4,10,12,563.212632930444,14084.0392342218,-8.57106117406045,41.14901477043577
831,167555,13121602316,13,1312,131216,131216023,23,16,2316,13121602316,1,11,11A,24,21,3,23,14,10,6,15,2,0,1,16,39,39,30,9,9,14,21,5,30,23,7,21,6,65,30,35,2,7,30,26,355.47203694329,7407.45357304478,-8.666279272262573,41.148806227459794
832,167556,13120200404,13,1312,131202,131202004,4,4,404,13120200404,1,11,11A,112,89,21,108,85,27,50,47,9,1,5,79,236,234,157,77,25,29,74,73,158,108,50,98,41,348,164,184,29,32,184,103,808.454528826237,34422.9330187248,-8.589308364183088,41.148580983916176
833,167557,13121602317,13,1312,131216,131216023,23,17,2317,13121602317,1,11,11A,11,10,1,11,11,0,0,10,0,0,1,5,17,17,11,6,1,1,6,3,11,9,2,6,2,22,11,11,3,1,8,10,195.479498182793,2320.11630598807,-8.668383516157,41.149148831139854
834,167558,13121602203,13,1312,131216,131216022,22,3,2203,13121602203,1,11,11A,8,6,2,8,6,2,1,5,2,0,0,1,13,13,6,7,1,5,4,2,6,1,5,6,3,17,10,7,2,3,7,5,190.15566282725,1742.64519175177,-8.669522201235612,41.149276155347785
835,167559,13121701601,13,1312,131217,131217016,16,1,1601,13121701601,1,11,11A,54,39,15,47,24,30,46,6,1,1,0,16,116,116,62,54,4,3,10,47,62,49,13,39,8,125,53,72,7,9,71,38,724.588159832692,31418.2468188281,-8.605014802570029,41.14873390672718
836,167560,13121602204,13,1312,131216,131216022,22,4,2204,13121602204,1,11,11A,7,7,0,7,6,1,3,0,3,1,0,6,7,7,6,1,0,1,4,2,6,3,3,7,1,16,9,7,0,1,7,8,157.490337572001,1341.40816963336,-8.66595018212549,41.14932151576628
837,167561,13121802205,13,1312,131218,131218022,22,5,2205,13121802205,1,11,11A,4,3,1,4,2,2,3,0,0,0,1,1,7,7,5,2,2,1,1,4,5,3,2,4,1,13,8,5,3,0,9,1,323.997420457812,4609.83199529118,-8.633816811095818,41.1491122148716
838,167562,13121602205,13,1312,131216,131216022,22,5,2205,13121602205,1,11,11A,6,6,0,6,6,0,0,0,6,0,0,0,6,6,6,0,0,4,0,6,6,1,5,6,3,23,11,12,2,4,13,4,204.441812917661,2068.11919008396,-8.662838247402016,41.14922896608779
839,167563,13121701602,13,1312,131217,131217016,16,2,1602,13121701602,1,11,11A,8,2,6,5,0,8,6,1,1,0,0,0,20,20,8,12,0,0,2,6,8,8,0,5,0,13,6,7,0,0,9,4,452.471808893327,10192.0152525915,-8.606404174622199,41.149103107083214
840,167564,13121800501,13,1312,131218,131218005,5,1,501,13121800501,1,11,11A,22,0,22,20,0,22,0,22,0,0,0,12,287,287,229,58,131,87,169,40,229,169,60,134,47,455,217,238,49,24,207,175,701.422882364605,32096.0576613558,-8.657495444828387,41.148902231573864
841,167565,13121802508,13,1312,131218,131218025,25,8,2508,13121802508,1,11,11A,24,24,0,24,23,1,13,7,1,2,1,22,27,27,13,14,2,1,7,6,13,7,6,9,5,29,13,16,3,3,13,10,292.902878266897,4801.09124180403,-8.65031341893504,41.149264682944754
842,167566,13120200501,13,1312,131202,131202005,5,1,501,13120200501,1,11,11A,41,36,4,40,36,5,7,15,8,11,0,8,54,53,44,9,5,6,16,27,44,37,7,21,8,102,55,47,3,7,60,32,388.030666868473,7869.78390453844,-8.590407642455267,41.149378118976834
843,167567,13121703514,13,1312,131217,131217035,35,14,3514,13121703514,1,11,11A,19,12,7,14,2,17,18,1,0,0,0,1,39,39,23,16,2,1,2,18,23,17,6,7,5,44,20,24,4,6,30,4,562.781939887093,16216.1080352098,-8.6156543757277,41.14918671063575
844,167568,13121702711,13,1312,131217,131217027,27,11,2711,13121702711,1,11,11A,9,4,4,8,3,6,5,2,1,0,1,2,27,26,13,13,0,0,0,13,13,13,0,3,1,33,14,19,1,2,28,2,572.266281454503,12942.3052150336,-8.61459695072804,41.148950085250654
845,167569,13121702712,13,1312,131217,131217027,27,12,2712,13121702712,1,11,11A,25,11,14,14,0,25,24,1,0,0,0,8,83,83,56,27,6,1,12,41,56,45,11,28,7,110,51,59,8,11,65,26,580.327940061597,19602.238256958,-8.613584486384944,41.14908415028232
846,167570,13121802101,13,1312,131218,131218021,21,1,2101,13121802101,1,11,11A,18,6,12,18,1,17,6,2,10,0,0,4,103,103,94,9,11,1,65,11,94,59,35,83,25,237,111,126,23,13,123,78,459.583089329035,10567.5517319612,-8.628085064797217,41.14937519622128
847,167571,13121701603,13,1312,131217,131217016,16,3,1603,13121701603,1,11,11A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456.517592088074,10912.150805953,-8.607119848562606,41.1493295524395
848,167572,13121703404,13,1312,131217,131217034,34,4,3404,13121703404,1,11,11A,60,31,28,52,25,35,14,35,6,2,3,13,246,245,151,94,35,54,61,83,152,119,33,69,26,289,141,148,16,26,183,64,843.480357633975,38619.6661345558,-8.619152786716022,41.14918825437691
849,167573,13120200502,13,1312,131202,131202005,5,2,502,13120200502,1,11,11A,76,65,11,76,68,8,1,22,19,34,0,18,125,125,85,40,29,2,23,57,85,70,15,41,13,152,68,84,10,8,84,50,543.489603958433,11045.6604024537,-8.591087589970526,41.149160495799116
850,167574,13121602206,13,1312,131216,131216022,22,6,2206,13121602206,1,11,11A,18,18,0,18,17,1,13,0,3,1,1,11,18,18,15,3,2,2,9,6,15,9,6,9,3,34,13,21,1,7,15,11,419.764170208745,5755.31878409027,-8.665740284485272,41.1494276854602
851,167575,13121702714,13,1312,131217,131217027,27,14,2714,13121702714,1,11,11A,12,4,8,8,1,11,8,3,1,0,0,8,40,40,21,19,2,0,0,21,21,14,7,12,2,46,27,19,1,7,24,14,509.313663101062,11611.8912733101,-8.611625237911959,41.14978312160249
852,167576,13121602209,13,1312,131216,131216022,22,9,2209,13121602209,1,11,11A,28,28,0,28,28,0,3,23,0,2,0,12,29,29,20,9,5,8,14,5,20,13,7,13,8,45,15,30,5,8,24,8,420.960945210636,8560.40066829383,-8.6692422735171,41.149701338179646
853,167587,13121004002,13,1312,131210,131210040,40,2,4002,13121004002,1,11,11A,53,53,0,53,36,17,16,31,3,3,0,6,57,57,40,17,11,21,25,12,40,25,15,26,8,89,45,44,7,4,42,36,2351.11381191616,252710.333890418,-8.606900080113876,41.18102498164943
854,167588,13121004003,13,1312,131210,131210040,40,3,4003,13121004003,1,11,11A,9,0,9,9,0,9,0,0,9,0,0,0,120,120,68,52,14,67,26,31,68,47,21,36,19,142,64,78,18,21,97,6,608.405725191176,20513.2692348009,-8.608176846454606,41.18422379803772
855,167589,13121001321,13,1312,131210,131210013,13,21,1321,13121001321,1,11,11A,8,3,5,5,3,5,3,0,0,3,2,3,192,192,113,79,99,108,32,69,113,101,12,41,7,183,86,97,6,31,133,13,971.182367164991,33945.4428567384,-8.59957026479353,41.183416185748186
856,167590,13121004109,13,1312,131210,131210041,41,9,4109,13121004109,1,11,11A,54,52,2,54,48,6,25,16,7,4,2,13,67,67,47,20,11,18,22,20,47,34,13,28,13,100,46,54,11,11,48,30,480.818743173865,13475.6000822686,-8.614107848636474,41.18423838041141
857,167591,13121003101,13,1312,131210,131210031,31,1,3101,13121003101,1,11,11A,5,0,5,4,0,5,0,0,5,0,0,0,124,124,47,77,8,41,28,15,47,37,10,25,11,94,40,54,3,16,57,18,355.857738126471,7736.64986199224,-8.601722417594122,41.18477824431376
858,167592,13121004110,13,1312,131210,131210041,41,10,4110,13121004110,1,11,11A,34,32,1,34,31,3,13,6,6,3,6,4,45,44,31,13,8,17,15,15,31,17,14,23,12,78,37,41,10,8,43,17,835.72692796179,34119.7698591172,-8.611695483612678,41.1845079666286
859,167593,13121004004,13,1312,131210,131210040,40,4,4004,13121004004,1,11,11A,2,0,2,2,0,2,0,0,0,2,0,0,87,87,59,28,59,59,25,30,59,49,10,31,12,109,50,59,7,13,81,8,854.51040262515,21822.1734583062,-8.608442882118473,41.18499735398275
860,167594,13121003102,13,1312,131210,131210031,31,2,3102,13121003102,1,11,11A,26,2,24,22,2,24,1,1,11,11,2,8,401,401,174,227,106,161,90,64,174,141,33,79,34,317,144,173,28,35,220,34,1002.22449457299,45507.215014812,-8.602920075196327,41.18446159189382
861,167595,13121004005,13,1312,131210,131210040,40,5,4005,13121004005,1,11,11A,9,1,7,7,1,8,0,1,4,0,4,0,250,249,115,134,90,115,44,65,115,95,20,44,21,208,102,106,15,27,164,2,804.909306881713,37171.4170584952,-8.605398135846112,41.18515603892411
862,167607,13120200405,13,1312,131202,131202004,4,5,405,13120200405,1,11,11A,50,31,19,48,21,29,27,17,5,1,0,30,187,187,140,47,9,31,56,74,140,101,39,87,28,304,135,169,22,29,170,83,1411.05204590868,74656.526514115,-8.592478646990948,41.14869795067623
863,167608,13121701703,13,1312,131217,131217017,17,3,1703,13121701703,1,11,11A,10,8,1,9,7,3,4,0,1,2,3,3,15,14,3,11,0,0,0,2,3,3,0,1,0,10,4,6,0,0,10,0,218.837170971002,2037.45177114669,-8.609813006927826,41.15053442860506
864,167609,13121802511,13,1312,131218,131218025,25,11,2511,13121802511,1,11,11A,105,99,6,104,89,16,88,5,0,7,5,61,131,131,81,50,12,16,37,40,81,56,25,49,19,173,79,94,17,15,89,52,1240.40710203627,38046.8970942946,-8.65095770307104,41.14913956113009
865,167610,13120302506,13,1312,131203,131203025,25,6,2506,13120302506,1,11,11A,26,26,0,26,0,26,0,0,25,1,0,0,26,26,26,0,1,26,23,1,26,13,13,24,12,72,36,36,7,12,41,12,420.03741507076,8178.76342700423,-8.571366696407452,41.15041310267361
