WKT,fid,OBJECTID,BGRI2021,DT21,DTMN21,DTMNFR21,DTMNFRSEC21,SECNUM21,SSNUM21,SECSSNUM21,SUBSECCAO,NUTS1,NUTS2,NUTS3,N_EDIFICIOS_CLASSICOS,N_EDIFICIOS_CLASS_CONST_1_OU_2_ALOJ,N_EDIFICIOS_CLASS_CONST_3_OU_MAIS_ALOJAMENTOS,N_EDIFICIOS_EXCLUSIV_RESID,N_EDIFICIOS_1_OU_2_PISOS,N_EDIFICIOS_3_OU_MAIS_PISOS,N_EDIFICIOS_CONSTR_ANTES_1945,N_EDIFICIOS_CONSTR_1946_1980,N_EDIFICIOS_CONSTR_1981_2000,N_EDIFICIOS_CONSTR_2001_2010,N_EDIFICIOS_CONSTR_2011_2021,N_EDIFICIOS_COM_NECESSIDADES_REPARACAO,N_ALOJAMENTOS_TOTAL,N_ALOJAMENTOS_FAMILIARES,N_ALOJAMENTOS_FAM_CLASS_RHABITUAL,N_ALOJAMENTOS_FAM_CLASS_VAGOS_OU_RESID_SECUNDARIA,N_RHABITUAL_ACESSIVEL_CADEIRAS_RODAS,N_RHABITUAL_COM_ESTACIONAMENTO,N_RHABITUAL_PROP_OCUP,N_RHABITUAL_ARRENDADOS,N_AGREGADOS_DOMESTICOS_PRIVADOS,N_ADP_1_OU_2_PESSOAS,N_ADP_3_OU_MAIS_PESSOAS,N_NUCLEOS_FAMILIARES,N_NUCLEOS_FAMILIARES_COM_FILHOS_TENDO_O_MAIS_NOVO_MENOS_DE_25,N_INDIVIDUOS,N_INDIVIDUOS_H,N_INDIVIDUOS_M,N_INDIVIDUOS_0_14,N_INDIVIDUOS_15_24,N_INDIVIDUOS_25_64,N_INDIVIDUOS_65_OU_MAIS,SHAPE_Length,SHAPE_Area,lon,lat,sqm_price,number_of_ev_cars
"MULTIPOLYGON (((-8.61257775393282 41.1744751433086,-8.61223265825235 41.1744629972545,-8.61182294566285 41.1744305006594,-8.61125700352843 41.1743745854331,-8.61107421575577 41.1743581035366,-8.61076048076482 41.1743192340685,-8.61057069956852 41.1742898420665,-8.61039081986245 41.174248884092,-8.61012824457238 41.1741888568409,-8.61025008441156 41.174045367159,-8.61034259767635 41.173936413376,-8.61034258597146 41.1736545079409,-8.61035314506627 41.1734268619556,-8.61034837707939 41.1727711959759,-8.61107102783644 41.1726390450369,-8.61282327231296 41.172761835015,-8.61300709387447 41.1732542944974,-8.6130777965994 41.1734437029305,-8.61333206085581 41.1742230394423,-8.61343272275672 41.1744790240055,-8.61325454517674 41.1744789052021,-8.61294932228466 41.1744846748436,-8.61257775393282 41.1744751433086)))",105,162624,13121002403,13,1312,131210,131210024,24,3,2403,13121002403,1,11,11A,38,19,19,38,10,28,1,22,13,1,1,5,239,239,177,62,16,25,28,109,177,123,54,121,50,391,154,237,40,38,190,123,850.679881713288,44322.214324278,-8.611756429223373,41.173592994978414,2848,1.6110168111608731
"MULTIPOLYGON (((-8.58617464510939 41.1767197117485,-8.58590193783363 41.1764072041763,-8.58572581154042 41.1762612583655,-8.58565153918372 41.176211965214,-8.58581540646055 41.1759232117661,-8.58589915342992 41.1757756411917,-8.5869962918313 41.1760659640851,-8.58756588899003 41.1762166843438,-8.58775478827178 41.1762672517728,-8.58781516138964 41.1762727122782,-8.58782142685618 41.1764494180519,-8.58783212886132 41.1765424948843,-8.58801631109885 41.1773425127579,-8.58771448352269 41.1773583022746,-8.58750926189918 41.1773809511815,-8.58734815392732 41.1764868615994,-8.58617464510939 41.1767197117485)))",147,163560,13121002801,13,1312,131210,131210028,28,1,2801,13121002801,1,11,11A,27,10,17,25,10,17,0,25,2,0,0,16,207,207,137,70,27,105,87,38,137,93,44,87,34,292,120,172,25,26,162,79,659.639311553415,14369.7024340791,-8.586897187293346,41.176456768222266,2848,1.225474326438613
"MULTIPOLYGON (((-8.59802904354578 41.1731968333269,-8.5974858996599 41.1722575889516,-8.59786855859776 41.1721357783476,-8.59816388997254 41.1720417723919,-8.59839812283376 41.1724078904392,-8.59872909504064 41.1729788435138,-8.59803762020305 41.1732116819543,-8.59802904354578 41.1731968333269)))",151,163612,13121002207,13,1312,131210,131210022,22,7,2207,13121002207,1,11,11A,20,20,0,20,13,7,0,20,0,0,0,0,20,20,16,4,10,16,12,2,16,13,3,10,2,34,13,21,2,1,15,16,355.287467198474,7260.34277821317,-8.598107454992112,41.17262374828511,2848,0.146873327513242
"MULTIPOLYGON (((-8.60765708613008 41.1730776638642,-8.60758544112772 41.1730292762546,-8.60742424606478 41.1729018788988,-8.60721384966305 41.1727480238484,-8.60683983490643 41.1724755053823,-8.60673814407382 41.172406386799,-8.60648410620077 41.1722596620866,-8.60598176991799 41.172005074379,-8.60588025799994 41.1719622730368,-8.60545405077884 41.1718142374332,-8.60550257966261 41.171727284438,-8.60554772836289 41.1716526992201,-8.60575038564132 41.1714327988583,-8.60616646223156 41.1710138140674,-8.60633626909327 41.171026080055,-8.60655304848412 41.1710433473184,-8.60674810963495 41.1710529147425,-8.6069178487329 41.1710574004133,-8.60704060737473 41.171054292213,-8.6070944645051 41.1710125705565,-8.60731107569193 41.1710064897684,-8.6074467965896 41.1709947457452,-8.60767056469311 41.1709782618236,-8.607706837553 41.1710014416756,-8.60830285157755 41.1710300662991,-8.60853403619612 41.1710420749053,-8.60931199354911 41.1729592250274,-8.60786117725351 41.1732244495774,-8.60765708613008 41.1730776638642)))",152,163613,13121002501,13,1312,131210,131210025,25,1,2501,13121002501,1,11,11A,52,30,21,48,20,32,21,13,12,4,2,36,175,174,129,45,10,59,66,50,129,91,38,73,28,299,133,166,30,51,132,86,915.247892898104,49882.9376162391,-8.607569263903544,41.17197992062119,2848,1.2346539094081905
"MULTIPOLYGON (((-8.58626509898609 41.1731701631468,-8.58602843364191 41.1731036192101,-8.58611198441713 41.1730888566978,-8.58616766690368 41.1730591043935,-8.58621950896279 41.1730219746184,-8.58631144210899 41.1728907044195,-8.58647078392462 41.1726988686586,-8.58652955213332 41.1726310616511,-8.58694348043286 41.1720822321417,-8.58713618707579 41.1721216472815,-8.58765090850202 41.1722804533482,-8.58724487400361 41.1729207706245,-8.58701688370853 41.1733866176162,-8.58626509898609 41.1731701631468)))",158,163619,13121001004,13,1312,131210,131210010,10,4,1004,13121001004,1,11,11A,35,14,21,35,5,30,9,24,2,0,0,18,101,101,72,29,2,18,30,35,72,47,25,43,20,159,69,90,15,18,95,31,425.849463480112,9387.79113595149,-8.586912835182844,41.17273779953722,2848,0.6609299738095891
"MULTIPOLYGON (((-8.59872909504064 41.1729788435138,-8.59898108812832 41.172889782955,-8.59948509806103 41.1727169807411,-8.59971452221056 41.1731109019706,-8.59921422320974 41.1732848877376,-8.59898074863244 41.1733658330392,-8.59872909504064 41.1729788435138)))",159,163620,13121001307,13,1312,131210,131210013,13,7,1307,13121001307,1,11,11A,11,11,0,11,11,0,0,11,0,0,0,1,11,11,11,0,4,7,9,0,11,7,4,9,4,25,13,12,2,2,13,8,233.247323997169,3296.68841623767,-8.599226383172061,41.17304191649449,2848,0.10556520415014269
"MULTIPOLYGON (((-8.5840320993243 41.1774026145557,-8.58401698300964 41.1767964731677,-8.58401456196459 41.1766990684985,-8.58444269420593 41.1758434271501,-8.58462794362254 41.1754731861969,-8.58472404156286 41.1754351371489,-8.58517010424212 41.1755539389396,-8.58525634300617 41.1755309914756,-8.58529937217523 41.1755082226009,-8.58544321025159 41.1752319733462,-8.58572640777038 41.1746837788211,-8.58642225102975 41.17488172072,-8.58631306041159 41.1750683075982,-8.58589915342992 41.1757756411917,-8.58581540646055 41.1759232117661,-8.58565153918372 41.176211965214,-8.5853279550978 41.1768874184836,-8.58501395042584 41.1774114219506,-8.58481422183704 41.1777059155273,-8.58467240732607 41.1777025556355,-8.58403993038029 41.1777167860323,-8.5840320993243 41.1774026145557)))",249,164185,13121002601,13,1312,131210,131210026,26,1,2601,13121002601,1,11,11A,50,30,20,48,14,36,3,37,8,1,1,22,233,233,182,51,75,131,120,44,182,136,46,102,39,365,147,218,36,31,189,109,886.87072700757,31396.6873138936,-8.585018103167595,41.17628713100599,2848,1.5100413984955194
"MULTIPOLYGON (((-8.60347664444709 41.1685771005775,-8.60346610741285 41.1677951849897,-8.60346631720969 41.1667086376347,-8.60347854325141 41.1666772274158,-8.60350948961205 41.1666892559859,-8.60380279905785 41.1669609637769,-8.60404619936662 41.1671116738591,-8.60425309926062 41.1672219610088,-8.6043507952348 41.1681351660523,-8.60438891479414 41.1684359051059,-8.60404177683968 41.1688470012575,-8.60348356279886 41.1693613359446,-8.60347664444709 41.1685771005775)))",256,164192,13121004803,13,1312,131210,131210048,48,3,4803,13121004803,1,11,11A,43,26,17,43,17,26,4,34,0,5,0,12,129,129,114,15,18,63,71,41,114,66,48,79,37,282,136,146,35,33,149,65,651.107016044296,15627.1458957085,-8.603845968433658,41.16799295360387,2848,1.1336784967428366
"MULTIPOLYGON (((-8.62375802412988 41.169348622072,-8.62371628996494 41.1693174305747,-8.62369855055665 41.1692811844845,-8.62370687719132 41.1692266656443,-8.62373460482867 41.1691373813014,-8.62368242663768 41.1689301798922,-8.62545275494428 41.168440069035,-8.62545343564479 41.1684434517522,-8.625625211646 41.1691342370051,-8.62562526854178 41.1691345149954,-8.62383454707312 41.1693581990302,-8.62375802412988 41.169348622072)))",259,164195,13121000403,13,1312,131210,131210004,4,3,403,13121000403,1,11,11A,36,30,6,35,13,23,6,25,2,3,0,18,52,52,40,12,7,14,21,15,40,25,15,28,13,90,40,50,11,5,52,22,444.450505129394,10029.4507851876,-8.624698989421208,41.16895587617817,2848,0.3625935272983162
"MULTIPOLYGON (((-8.59558989358557 41.1639637470763,-8.59571771405334 41.1633989624518,-8.5957177313682 41.163398883144,-8.59573501708357 41.1634009936697,-8.59587188444386 41.1634174665787,-8.59619277625304 41.1634560877556,-8.5962134854994 41.1634585797359,-8.59636549806849 41.1634768748726,-8.59697909105435 41.1635576820769,-8.59699185928396 41.1635592064153,-8.59685836515887 41.164127601696,-8.59558989358557 41.1639637470763)))",314,165057,13121000202,13,1312,131210,131210002,2,2,202,13121000202,1,11,11A,4,0,4,4,0,4,0,0,4,0,0,4,56,56,49,7,32,48,43,4,49,28,21,41,17,131,52,79,12,23,46,50,344.171109936422,6932.19816347599,-8.596290453135639,41.1637614473808,2848,0.5461851866898687
"MULTIPOLYGON (((-8.60160762709281 41.1637951395536,-8.60160741036945 41.1637948234824,-8.60374871037196 41.162167497486,-8.60406844934435 41.1618955156258,-8.60412296870997 41.1618220883082,-8.60441578323126 41.1618582837864,-8.60331292542548 41.1630344718501,-8.60314442831428 41.1631905348352,-8.60187843126323 41.1641901737065,-8.60160762709281 41.1637951395536)))",317,165060,13121001401,13,1312,131210,131210014,14,1,1401,13121001401,1,11,11A,73,56,17,70,56,17,27,37,9,0,0,57,139,139,92,47,6,6,24,61,92,70,22,54,20,173,76,97,14,18,94,47,715.121904825022,12147.1224179515,-8.602886643224418,41.16307934092666,2848,0.7297768460814212
"MULTIPOLYGON (((-8.59248985908364 41.1659640320462,-8.59248989082703 41.1659639706901,-8.59253734753899 41.1658712780607,-8.59277036829659 41.1646934004411,-8.59340272080521 41.1647803702033,-8.59424112600926 41.1648874765512,-8.59418867760791 41.1651335130342,-8.59410382085694 41.1654831984551,-8.59405383186079 41.1656181790285,-8.59398537967169 41.1657147336131,-8.5938263098781 41.1658583984633,-8.59351897458944 41.1661319626025,-8.59335620019188 41.1662673945325,-8.59317584746543 41.1664026893438,-8.59248985908364 41.1659640320462)))",353,165100,13121000204,13,1312,131210,131210002,2,4,204,13121000204,1,11,11A,16,10,6,16,5,11,2,6,0,7,1,3,71,71,67,4,15,64,63,2,67,31,36,54,33,172,87,85,25,23,97,27,541.233419564732,18407.6946068087,-8.5933152020223,41.16546434865129,2848,0.6746993482639555
"MULTIPOLYGON (((-8.60649239178062 41.1664494291775,-8.60648947112569 41.1663830189158,-8.60635913763608 41.1654053191321,-8.60625720916204 41.1643444400501,-8.60802355965199 41.1644214522263,-8.60849705712333 41.1644420926508,-8.60850658054355 41.1645313907643,-8.608423061929 41.165705296526,-8.60751335230743 41.1656702157526,-8.60749365711251 41.1659423069955,-8.60752648488877 41.1659888034321,-8.60748697811757 41.1665135739145,-8.60649239178062 41.1664494291775)))",361,165108,13121000104,13,1312,131210,131210001,1,4,104,13121000104,1,11,11A,24,14,9,23,5,19,5,16,0,3,0,9,86,85,60,25,8,22,32,27,60,37,23,41,22,163,74,89,19,22,95,27,818.162995756468,33689.388280043,-8.607290453627227,41.16527283564738,2848,0.6609299738095891
"MULTIPOLYGON (((-8.62188879190715 41.1691809815293,-8.62190999494395 41.1691129386016,-8.62193541592045 41.1690320285946,-8.62195367682928 41.1689880387949,-8.62197819148761 41.1689501715036,-8.62201374160325 41.1688982025122,-8.62202359990152 41.168886040843,-8.62210093623508 41.1687906835812,-8.62221521718417 41.1686593339699,-8.62224464147299 41.168615286812,-8.62227280159847 41.1685694990761,-8.62229837874532 41.1685079107048,-8.62231650741806 41.1684463548637,-8.62232724766692 41.1683909794559,-8.62233146518398 41.1682917203477,-8.62232633411252 41.1681020371655,-8.62231924185832 41.1679817388533,-8.62230944385649 41.1678324860066,-8.62230411421551 41.1677809426555,-8.62308586523728 41.1677312303807,-8.62375880963329 41.1678002445936,-8.62422699599428 41.167701260947,-8.62445195471994 41.1676133476397,-8.62457632377744 41.1675827506859,-8.62530432003984 41.1677025016609,-8.62545275494428 41.168440069035,-8.62368242663768 41.1689301798922,-8.62350726949845 41.1689797832541,-8.6232411983843 41.1690551213323,-8.62288857548189 41.169154958463,-8.62257394968425 41.1692418379029,-8.62215152943291 41.169358474291,-8.62195665733849 41.1694122739764,-8.62176499931851 41.1694640706407,-8.62188879190715 41.1691809815293)))",364,166995,13121000404,13,1312,131210,131210004,4,4,404,13121000404,1,11,11A,41,23,18,36,23,18,3,29,0,6,3,6,262,262,236,26,45,111,101,126,236,124,112,167,98,596,269,327,99,71,306,120,868.12494013254,35816.6341498508,-8.62358936630487,41.1683778657115,2848,2.2811263679400398
"MULTIPOLYGON (((-8.59446461091935 41.1695189558569,-8.59440432746739 41.1694271055142,-8.59351504151271 41.1684880947094,-8.59415608706488 41.1681359571281,-8.59436359155649 41.1680592675445,-8.59640238829558 41.1675291974462,-8.59665559410083 41.167477764344,-8.59670031566427 41.167694211502,-8.5966003369823 41.1684488500567,-8.5963632680522 41.1689589798143,-8.59612352055182 41.1694748996907,-8.59605926821251 41.1696011240372,-8.59446461091935 41.1695189558569)))",366,166997,13121002103,13,1312,131210,131210021,21,3,2103,13121002103,1,11,11A,33,28,4,32,4,29,8,21,4,0,0,9,47,46,36,10,13,35,26,8,36,22,14,26,12,105,64,41,6,14,60,25,806.95914250756,40414.6386684861,-8.595310653605036,41.1686063301901,2848,0.45438935699409244
"MULTIPOLYGON (((-8.59123328647832 41.1695209799127,-8.59065562784295 41.1691587348005,-8.59042814634547 41.1690201584225,-8.59062220430906 41.1689057206801,-8.59207171198083 41.1680508462958,-8.59282619230894 41.1688466586175,-8.59218686273721 41.169195693446,-8.59154908790876 41.1695227479574,-8.5914047144105 41.1696315599584,-8.59123328647832 41.1695209799127)))",368,166999,13121000503,13,1312,131210,131210005,5,3,503,13121000503,1,11,11A,25,16,9,24,7,18,9,15,1,0,0,16,62,62,47,15,11,9,21,23,47,32,15,28,14,101,49,52,19,9,42,31,538.111553993421,16969.856536372,-8.591676607685848,41.16886899416902,2848,0.3763629017526826
"MULTIPOLYGON (((-8.59605926821251 41.1696011240372,-8.59612352055182 41.1694748996907,-8.5963632680522 41.1689589798143,-8.5966003369823 41.1684488500567,-8.59670031566427 41.167694211502,-8.59665559410083 41.167477764344,-8.59733246655093 41.1668239763529,-8.59814046379089 41.1670349904541,-8.59818023378663 41.1671320730837,-8.59804608725462 41.1674291966806,-8.59797761998564 41.1675517113546,-8.59762136429713 41.1682555414932,-8.59747828418686 41.1685318841911,-8.59738867185156 41.168911438539,-8.59724231008257 41.16965753114,-8.59605926821251 41.1696011240372)))",371,167002,13121002104,13,1312,131210,131210021,21,4,2104,13121002104,1,11,11A,32,3,29,31,3,29,2,17,12,1,0,22,269,269,226,43,49,129,158,50,226,161,65,154,43,495,204,291,38,28,235,194,811.919075065146,27624.5832530148,-8.59712551078115,41.16824618216652,2848,2.0975347085484874
"MULTIPOLYGON (((-8.60797975600392 41.1692583873766,-8.60796609928919 41.1691873031808,-8.60805234675212 41.1690066061773,-8.60790031653847 41.1688682493452,-8.60793407900589 41.1686943878408,-8.60797507573565 41.1686131465464,-8.60790534768038 41.1683925667933,-8.60790982147831 41.1683685437083,-8.60792917037762 41.1683204816729,-8.6084311202585 41.1681182108842,-8.60858966620887 41.1682499120496,-8.60888489608607 41.1682155912155,-8.60920826620375 41.1681381306225,-8.6098083224678 41.1684741178999,-8.60854925608818 41.1694254220438,-8.60823655543144 41.169659369806,-8.60797975600392 41.1692583873766)))",373,167004,13121003804,13,1312,131210,131210038,38,4,3804,13121003804,1,11,11A,22,20,2,22,18,4,14,5,3,0,0,22,33,33,17,16,3,12,12,4,17,13,4,15,5,40,18,22,4,2,15,19,531.46556465285,15304.082497845,-8.608660517722301,41.168740975660114,2848,0.16523249345239727
"MULTIPOLYGON (((-8.60963990543359 41.1807874433984,-8.60963670989927 41.1807757330077,-8.60962567111635 41.1805389392001,-8.60958099443973 41.1797416806114,-8.6095950501895 41.1797128545866,-8.60975679647802 41.1795540380862,-8.60995831703821 41.1796551795636,-8.60983041502401 41.1798089579188,-8.6098147861594 41.1798377814784,-8.60984711930156 41.1805907736375,-8.60985192372228 41.1806106883939,-8.60989092418979 41.1806410137476,-8.61007177931877 41.1807645982507,-8.60998463420822 41.1808346956852,-8.60985090069265 41.1809422808573,-8.60963990543359 41.1807874433984)))",376,167007,13121001107,13,1312,131210,131210011,11,7,1107,13121001107,1,11,11A,14,14,0,14,14,0,0,14,0,0,0,7,15,15,11,4,3,5,6,1,11,8,3,8,3,22,9,13,3,1,5,13,348.69072529738,3088.71323209771,-8.60975454339392,41.18026438481614,2848,0.08720603821098744
"MULTIPOLYGON (((-8.61050383236708 41.1808729831587,-8.61019905446486 41.1806622161506,-8.61069182862725 41.1802631017846,-8.61089811882101 41.1804214694293,-8.61113021259619 41.1805979975517,-8.61078928939064 41.1808753067769,-8.61065831065493 41.1809942719107,-8.61050383236708 41.1808729831587)))",377,167008,13121001108,13,1312,131210,131210011,11,8,1108,13121001108,1,11,11A,12,12,0,12,12,0,0,11,1,0,0,3,12,12,10,2,4,7,9,0,10,9,1,4,0,15,5,10,0,0,3,12,225.507559981419,3120.3423259846,-8.610668203509356,41.18062687349896,2848,0.06884687227183219
"MULTIPOLYGON (((-8.59364087442746 41.1637102187438,-8.59364088712397 41.1637101601648,-8.59377583539065 41.163161802783,-8.59452338841194 41.1632530734413,-8.59453619731583 41.1632546375084,-8.5957177313682 41.163398883144,-8.59571771405334 41.1633989624518,-8.59558989358557 41.1639637470763,-8.59364087442746 41.1637102187438)))",413,165381,13121000201,13,1312,131210,131210002,2,1,201,13121000201,1,11,11A,16,16,0,16,2,14,0,7,5,4,0,8,16,16,15,1,3,15,15,0,15,10,5,11,3,33,15,18,1,2,15,15,456.672154456867,10394.3561505389,-8.594685421258479,41.16355947338068,2848,0.146873327513242
"MULTIPOLYGON (((-8.60802355965199 41.1644214522263,-8.60625720916204 41.1643444400501,-8.60650646687198 41.1634294639552,-8.60672066773766 41.1626798186391,-8.60685447907903 41.162162902811,-8.60689749555919 41.1621472384152,-8.60923313653374 41.1624597386992,-8.60893562373686 41.1631813142801,-8.60852661601589 41.1641078593523,-8.60849705712333 41.1644420926508,-8.60802355965199 41.1644214522263)))",419,165389,13121000101,13,1312,131210,131210001,1,1,101,13121000101,1,11,11A,47,15,32,44,7,40,1,29,11,5,1,36,420,420,298,122,140,117,159,118,298,239,59,143,53,543,229,314,31,59,333,120,868.418377625006,45453.4994623677,-8.607681063879946,41.16332452483246,2848,2.349973240211872
"MULTIPOLYGON (((-8.60187843126323 41.1641901737065,-8.60314442831428 41.1631905348352,-8.60331292542548 41.1630344718501,-8.60441578323126 41.1618582837864,-8.60524882879855 41.1619612548504,-8.60524923784518 41.1619613062994,-8.60524923268927 41.1619614179743,-8.60522851252174 41.1623638015125,-8.60529804436294 41.1637370905464,-8.60530139301132 41.1639625724419,-8.60336917817964 41.1642027963953,-8.60320511769202 41.1642599683037,-8.60215476570531 41.1646066942315,-8.60187843126323 41.1641901737065)))",423,165393,13121001402,13,1312,131210,131210014,14,2,1402,13121001402,1,11,11A,131,103,28,129,92,39,43,72,3,12,1,103,307,307,214,93,56,68,108,94,214,166,48,121,47,424,191,233,42,43,207,132,956.87864476292,44633.7687473357,-8.603980301691895,41.16332049526027,2848,1.7533003471893265
"MULTIPOLYGON (((-8.61113084752489 41.165429662272,-8.61111658903266 41.1654040149722,-8.6109597724655 41.1651218800318,-8.61097042167788 41.164916923308,-8.61098921408794 41.1645453805026,-8.61115703220311 41.1646504778622,-8.6112778098923 41.1647754951628,-8.61144524958986 41.1649424516466,-8.61156259777985 41.1650707235429,-8.61166128104318 41.1652034246597,-8.61190491143222 41.1656357700672,-8.61210074345818 41.1660991985656,-8.61222249691314 41.1663873305654,-8.61155308564619 41.1665003036223,-8.61113084752489 41.165429662272)))",445,165420,13121001901,13,1312,131210,131210019,19,1,1901,13121001901,1,11,11A,35,19,15,35,10,25,3,26,1,1,4,31,87,86,55,31,4,20,30,22,56,41,15,34,15,117,60,57,19,6,61,31,515.566614663355,10382.9280265738,-8.611532297398886,41.16563402792163,2848,0.4497995655093036
"MULTIPOLYGON (((-8.6029937379426 41.1665237049516,-8.60274117162957 41.1665032812882,-8.60254803764451 41.166439711013,-8.60197497386569 41.1659765922181,-8.60272482209539 41.1654820538101,-8.60340234093539 41.1665349972767,-8.6032270178473 41.1665611421308,-8.6029937379426 41.1665237049516)))",447,165422,13121001503,13,1312,131210,131210015,15,3,1503,13121001503,1,11,11A,23,13,10,23,11,12,3,19,0,0,1,6,78,78,55,23,12,18,29,21,55,44,11,25,9,99,39,60,7,11,51,30,357.98437769779,7082.3220275372,-8.602697601632412,41.16608761359963,2848,0.42226081660057074
"MULTIPOLYGON (((-8.61317828209244 41.1665902227379,-8.61283704025108 41.166511360072,-8.61222249691314 41.1663873305654,-8.61210074345818 41.1660991985656,-8.61294028204079 41.1658506765452,-8.61297014025129 41.1658245935656,-8.61297857715546 41.1658034621646,-8.6129762311687 41.1657758835622,-8.61296093394425 41.1657386261315,-8.61289906621495 41.1656384630293,-8.6125086033978 41.1650022713365,-8.61244765586029 41.164856670076,-8.61245483497736 41.1647814756154,-8.61245936502029 41.1647325659265,-8.6137422368926 41.1648098554254,-8.61337169136956 41.1660532634086,-8.61338870051412 41.1660932059395,-8.61365176579291 41.1661395201418,-8.61361008422322 41.1662628597899,-8.61334473119327 41.1666286932144,-8.61317828209244 41.1665902227379)))",452,165427,13121001803,13,1312,131210,131210018,18,3,1803,13121001803,1,11,11A,33,17,16,32,17,16,10,13,7,3,0,14,106,106,66,40,16,19,34,23,66,47,19,38,18,132,59,73,16,10,72,34,679.183019424641,16247.8746406308,-8.613032649569892,41.16566428980052,2848,0.5324158122355023
"MULTIPOLYGON (((-8.6010217216342 41.1661797912601,-8.60093165134481 41.1661023092464,-8.60077010603716 41.1659633323385,-8.60233971297259 41.1648992797231,-8.60272482209539 41.1654820538101,-8.60197497386569 41.1659765922181,-8.60174087585992 41.1661228001307,-8.60170826937338 41.1661668451272,-8.60170095132161 41.1666238538605,-8.60175097795453 41.1667501197965,-8.6010217216342 41.1661797912601)))",456,165431,13121001504,13,1312,131210,131210015,15,4,1504,13121001504,1,11,11A,56,39,17,55,33,23,28,18,7,3,0,16,129,129,85,44,11,18,42,38,85,65,20,50,23,168,76,92,22,13,78,55,549.406008858964,12520.4734228742,-8.601768508788089,41.165743286553486,2848,0.6701095567791666
"MULTIPOLYGON (((-8.60922639088677 41.1666679320486,-8.60926863422601 41.1660098729497,-8.60928274074657 41.1657451691646,-8.60969890258834 41.1657612171238,-8.60996292218372 41.1652947587992,-8.61008830585713 41.1651083064423,-8.61020422479947 41.164944240106,-8.61040653401973 41.164960003245,-8.61061308220477 41.1649558218626,-8.61066109322665 41.1649091253333,-8.61097042167788 41.164916923308,-8.6109597724655 41.1651218800318,-8.61093672229624 41.1654401041871,-8.61093188329473 41.1655070066529,-8.61086447144701 41.1667860483264,-8.60922639088677 41.1666679320486)))",460,165435,13121001902,13,1312,131210,131210019,19,2,1902,13121001902,1,11,11A,37,19,18,36,3,34,9,17,10,0,1,33,152,152,118,34,11,61,67,46,118,87,31,71,28,245,104,141,33,18,116,78,650.621524350195,22496.8225844549,-8.610207264311942,41.16594805838682,2848,0.9730357947752283
"MULTIPOLYGON (((-8.61190491143222 41.1656357700672,-8.61166128104318 41.1652034246597,-8.61156259777985 41.1650707235429,-8.61237697454414 41.1647739676419,-8.61245483497736 41.1647814756154,-8.61244765586029 41.164856670076,-8.6125086033978 41.1650022713365,-8.61289906621495 41.1656384630293,-8.61296093394425 41.1657386261315,-8.6129762311687 41.1657758835622,-8.61297857715546 41.1658034621646,-8.61297014025129 41.1658245935656,-8.61294028204079 41.1658506765452,-8.61210074345818 41.1660991985656,-8.61190491143222 41.1656357700672)))",475,165922,13121001801,13,1312,131210,131210018,18,1,1801,13121001801,1,11,11A,26,18,8,25,16,10,5,12,3,6,0,1,91,91,79,12,30,63,63,9,79,47,32,53,34,181,80,101,33,20,96,32,410.437473061362,9678.97663168529,-8.612282260245644,41.16544328345263,2848,0.6792891397487443
"MULTIPOLYGON (((-8.59317584746543 41.1664026893438,-8.59335620019188 41.1662673945325,-8.59351897458944 41.1661319626025,-8.5938263098781 41.1658583984633,-8.59398537967169 41.1657147336131,-8.59405383186079 41.1656181790285,-8.59410382085694 41.1654831984551,-8.59418867760791 41.1651335130342,-8.59424112600926 41.1648874765512,-8.59746420017754 41.1653163951387,-8.5982365593871 41.1654290214623,-8.59835630896624 41.1654464825742,-8.59872265525144 41.1655251723531,-8.5983841862072 41.1657821911795,-8.59824873909494 41.1658345653861,-8.59809682183968 41.1658932999541,-8.5976565708706 41.1660309121883,-8.59749247413574 41.1660675912367,-8.59503248022694 41.1667951356636,-8.59419277452478 41.1670434657517,-8.59317584746543 41.1664026893438)))",480,165927,13121000205,13,1312,131210,131210002,2,5,205,13121000205,1,11,11A,63,34,29,58,10,53,17,25,15,3,3,35,332,332,261,71,62,147,153,76,261,185,76,172,58,558,260,298,56,41,272,189,1110.28388585597,57127.0433574964,-8.595569823392289,41.16589089929651,2848,2.304075325363984
"MULTIPOLYGON (((-8.59814046379089 41.1670349904541,-8.59733246655093 41.1668239763529,-8.59737636805532 41.1666547403283,-8.59755786853477 41.1661557816548,-8.5976565708706 41.1660309121883,-8.59809682183968 41.1658932999541,-8.59824873909494 41.1658345653861,-8.5983841862072 41.1657821911795,-8.59872265525144 41.1655251723531,-8.59869537134505 41.1656546335288,-8.59935444647485 41.166055532874,-8.59898367001862 41.1663823030252,-8.59889501517917 41.1665106266701,-8.59884474051292 41.1666980498841,-8.59882254176281 41.1670674559972,-8.59814046379089 41.1670349904541)))",483,165930,13121000303,13,1312,131210,131210003,3,3,303,13121000303,1,11,11A,35,11,24,32,10,25,1,30,4,0,0,22,182,182,145,37,27,41,77,60,145,111,34,75,28,283,132,151,24,26,142,91,540.976958030895,16668.8821100163,-8.59830820711426,41.16639181417827,2848,1.1887559945603026
